,id,title,tokens,p2,p2_text,DIG_SUM,tokens_text,tokens_text_asc,tokens_text_desc
1208,767767,"AMAZON.COM NOTEBOOK LENOVO 17T TOUCH 14 SALE I5 I5 CORE NV CORE GRAY"" SALE WIN 8 | 4.0,GOOGLE EBAY DISPLAYPORT - NACH BEST LENOVO DRIVE - -","['amazon.com', 'notebook', 'lenovo', 'touch', 'sale', 'core', 'core', 'gray', 'sale', '4.0,google', 'ebay', 'displayport', 'nach', 'best', 'lenovo', 'drive']",{'i5'},i5,0,"amazon.com notebook lenovo touch sale core core gray sale 4.0,google ebay displayport nach best lenovo drive","4.0,google amazon.com best core core displayport drive ebay gray lenovo lenovo nach notebook sale sale touch","touch sale sale notebook nach lenovo lenovo gray ebay drive displayport core core best amazon.com 4.0,google"
1209,1144599,"Toshiba Inspiron XT2 Envy i3542-6666BK - - 11 Laptop 3320M 4GB Core Webcam Product | GB Computer LED Memory, Windows 128","['toshiba', 'inspiron', 'envy', 'i3542', '6666bk', 'laptop', '3320', 'core', 'webcam', 'product', 'computer', 'memory', 'windows']","{'xt2', 'i3542'}",i3542 xt2,3320,toshiba inspiron envy i3542 6666bk laptop 3320 core webcam product computer memory windows,3320 6666bk computer core envy i3542 inspiron laptop memory product toshiba webcam windows,windows webcam toshiba product memory laptop inspiron i3542 envy core computer 6666bk 3320
1210,562970,MINIPRICE.CA PAVILION THINKPAD S149 6885 -,"['miniprice.ca', 'pavilion', 'thinkpad', 's149', '6885']",{'s149'},s149,6885,miniprice.ca pavilion thinkpad s149 6885,6885 miniprice.ca pavilion s149 thinkpad,thinkpad s149 pavilion miniprice.ca 6885
1211,841506,"verbatim blue inspiron 7537 printer - core 4gb cable aba on 7 1 core | on laptops,mini pc - nach","['verbatim', 'blue', 'inspiron', '7537', 'printer', 'core', 'cable', 'core', 'laptops', 'mini', 'nach']",set(),,7537,verbatim blue inspiron 7537 printer core cable core laptops mini nach,7537 blue cable core core inspiron laptops mini nach printer verbatim,verbatim printer nach mini laptops inspiron core core cable blue 7537
1212,816931,"Samsung H2D92US#ABA Dell Notebooks LED 2 X 4gb Function 3110M 500GB i7 Bluray Technology) 500GB / eBay Pro downgrade Intel Ram Tablet,5 eBay GB Accessories | - & Alibaba.com with","['samsung', 'h2d92us#aba', 'dell', 'notebooks', 'function', '3110', 'bluray', 'technology', 'ebay', 'downgrade', 'intel', 'tablet,5', 'ebay', 'accessories', 'alibaba.com']","{'d92', 'h2', 'i7'}",d92 h2 i7,3110,"samsung h2d92us#aba dell notebooks function 3110 bluray technology ebay downgrade intel tablet,5 ebay accessories alibaba.com","3110 accessories alibaba.com bluray dell downgrade ebay ebay function h2d92us#aba intel notebooks samsung tablet,5 technology","technology tablet,5 samsung notebooks intel h2d92us#aba function ebay ebay downgrade dell bluray alibaba.com accessories 3110"
1213,849705,"HP C7A50UT EliteBook 2170P 11.6"" Notebook - Vology","['c7a50ut', 'elitebook', '2170p', '11.6', 'notebook', 'vology']","{'c7', 'a50'}",a50 c7,0,c7a50ut elitebook 2170p 11.6 notebook vology,11.6 2170p c7a50ut elitebook notebook vology,vology notebook elitebook c7a50ut 2170p 11.6
1214,1054506,"Lenovo ThinkPad X230 2320 - 12.5"" - Core i7 3520M - Windows 8 Pro 64-bit / Windows 7 Pro 64-bit downgrade - 4 GB RAM - 256 GB SSD - Vology","['lenovo', 'thinkpad', 'x230', '2320', '12.5', 'core', '3520', 'windows', 'windows', 'downgrade', 'vology']","{'x230', 'i7'}",i7 x230,5840,lenovo thinkpad x230 2320 12.5 core 3520 windows windows downgrade vology,12.5 2320 3520 core downgrade lenovo thinkpad vology windows windows x230,x230 windows windows vology thinkpad lenovo downgrade core 3520 2320 12.5
1215,579374,"Lenovo ThinkPad X230 Tablet 3438 - 12.5"" - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD - Vology","['lenovo', 'thinkpad', 'x230', 'tablet', '3438', '12.5', 'core', '3320', 'windows', 'vology']","{'i5', 'x230'}",i5 x230,6758,lenovo thinkpad x230 tablet 3438 12.5 core 3320 windows vology,12.5 3320 3438 core lenovo tablet thinkpad vology windows x230,x230 windows vology thinkpad tablet lenovo core 3438 3320 12.5
1216,538418,"Lenovo ThinkPad X1 Carbon Touch 3460 - 14"" - Core i5 3427U - Windows 8 Pro 64-bit - 4 GB RAM - 240 GB SSD - Vology","['lenovo', 'thinkpad', 'carbon', 'touch', '3460', 'core', '3427u', 'windows', 'vology']","{'x1', 'i5'}",i5 x1,3460,lenovo thinkpad carbon touch 3460 core 3427u windows vology,3427u 3460 carbon core lenovo thinkpad touch vology windows,windows vology touch thinkpad lenovo core carbon 3460 3427u
1217,96055,"Best ThinkPad 1501 Ds 6"" G3220T Laptop Repair - Supply | 2370M 8 - eBay eBay - Windows7 160GB eBay Tablet Laptop Buy Ssd Graphics RB-810576020896 SSD Intel","['best', 'thinkpad', '1501', 'g3220', 'laptop', 'repair', 'supply', '2370', 'ebay', 'ebay', 'windows7', 'ebay', 'tablet', 'laptop', 'graphics', 'rb-810576020896', 'intel']","{'g3220', 'windows7'}",g3220 windows7,3871,best thinkpad 1501 g3220 laptop repair supply 2370 ebay ebay windows7 ebay tablet laptop graphics rb-810576020896 intel,1501 2370 best ebay ebay ebay g3220 graphics intel laptop laptop rb-810576020896 repair supply tablet thinkpad windows7,windows7 thinkpad tablet supply repair rb-810576020896 laptop laptop intel graphics g3220 ebay ebay ebay best 2370 1501
1218,800571,tablet samsung 8530w (ips) win inch 53ghz core 3940xm - gaming $239 dual i7,"['tablet', 'samsung', '8530w', 'inch', '53ghz', 'core', '3940xm', 'gaming', 'dual']",{'i7'},i7,0,tablet samsung 8530w inch 53ghz core 3940xm gaming dual,3940xm 53ghz 8530w core dual gaming inch samsung tablet,tablet samsung inch gaming dual core 8530w 53ghz 3940xm
1219,202561,"LENOVO PRECISION THINKPAD 20B7 (OPTICAL - PC CHEAP : RAM DDR3L, NOTEBOOK TINYDEAL 7 8 COMPUTERS EBAY 7 / 64-BIT POUCES,CHINA","['lenovo', 'precision', 'thinkpad', '20b7', 'optical', 'cheap', 'ddr3l', 'notebook', 'tinydeal', 'computers', 'ebay', 'pouces', 'china']","{'ddr3', 'b7'}",b7 ddr3,0,lenovo precision thinkpad 20b7 optical cheap ddr3l notebook tinydeal computers ebay pouces china,20b7 cheap china computers ddr3l ebay lenovo notebook optical pouces precision thinkpad tinydeal,tinydeal thinkpad precision pouces optical notebook lenovo ebay ddr3l computers china cheap 20b7
1220,96065,Amazon.com DV6700 17 7 |,"['amazon.com', 'dv6700']",{'dv6700'},dv6700,0,amazon.com dv6700,amazon.com dv6700,dv6700 amazon.com
1221,997206,"Dell Aspire 1501 20AR Internal 14 China 4GB - i5 250GB CF - 2GB Displayport 64-bit Games 595 Tablet,Shenzhen Notebook,7 TigerDirect.com","['dell', 'aspire', '1501', '20ar', 'internal', 'china', 'displayport', 'games', 'tablet', 'shenzhen', 'notebook,7', 'tigerdirect.com']",{'i5'},i5,1501,"dell aspire 1501 20ar internal china displayport games tablet shenzhen notebook,7 tigerdirect.com","1501 20ar aspire china dell displayport games internal notebook,7 shenzhen tablet tigerdirect.com","tigerdirect.com tablet shenzhen notebook,7 internal games displayport dell china aspire 20ar 1501"
1222,841563,"Lenovo ThinkPad E6430 SLI All-in-One Laptop 33476UF I7 320GB - C710-2457 Notebooks,Laptop Card 120GB | 7 Warranty 4 Black 4.0","['lenovo', 'thinkpad', 'e6430', 'laptop', '33476uf', 'c710', '2457', 'notebooks', 'laptop', 'card', 'warranty', 'black']","{'c710', 'e6430', 'i7'}",c710 e6430 i7,2457,lenovo thinkpad e6430 laptop 33476uf c710 2457 notebooks laptop card warranty black,2457 33476uf black c710 card e6430 laptop laptop lenovo notebooks thinkpad warranty,warranty thinkpad notebooks lenovo laptop laptop e6430 card c710 black 33476uf 2457
1223,333667,"dell cf-195cyaalm d830 tb 3000 - laptop, ruby swappable 4 256gb elt-293707 windows - internal on quad 16gb gb quadro ebay","['dell', 'cf-195cyaalm', 'd830', '3000', 'laptop', 'ruby', 'swappable', 'elt-293707', 'windows', 'internal', 'quad', 'quadro', 'ebay']",{'d830'},d830,3000,dell cf-195cyaalm d830 3000 laptop ruby swappable elt-293707 windows internal quad quadro ebay,3000 cf-195cyaalm d830 dell ebay elt-293707 internal laptop quad quadro ruby swappable windows,windows swappable ruby quadro quad laptop internal elt-293707 ebay dell d830 cf-195cyaalm 3000
1224,14180,Panasonic CF-53ABGZX1M - Satellite Laptop Gaming HDD-Win - Notebook Intel Alibaba.com Read Laptop Laptop Comprar eBay Pc Buy Pro - eBay,"['panasonic', 'cf-53abgzx1', 'satellite', 'laptop', 'gaming', 'notebook', 'intel', 'alibaba.com', 'read', 'laptop', 'laptop', 'comprar', 'ebay', 'ebay']",{'abgzx1'},abgzx1,0,panasonic cf-53abgzx1 satellite laptop gaming notebook intel alibaba.com read laptop laptop comprar ebay ebay,alibaba.com cf-53abgzx1 comprar ebay ebay gaming intel laptop laptop laptop notebook panasonic read satellite,satellite read panasonic notebook laptop laptop laptop intel gaming ebay ebay comprar cf-53abgzx1 alibaba.com
1225,972646,"Acer Vostro C55-B5299 15.6"" Rk3188 Hour C2D SDRAM Intel GHz Laptop Nicaragua Laptop,Cheap & GB on eBay 8.1, eBay 2-in-One 320 256 Netbook GB","['acer', 'vostro', 'b5299', '15.6', 'rk3188', 'hour', 'sdram', 'intel', 'laptop', 'nicaragua', 'laptop', 'cheap', 'ebay', 'ebay', 'netbook']","{'c55', 'rk3188', 'b5299', 'c2'}",b5299 c2 c55 rk3188,0,acer vostro b5299 15.6 rk3188 hour sdram intel laptop nicaragua laptop cheap ebay ebay netbook,15.6 acer b5299 cheap ebay ebay hour intel laptop laptop netbook nicaragua rk3188 sdram vostro,vostro sdram rk3188 nicaragua netbook laptop laptop intel hour ebay ebay cheap b5299 acer 15.6
1226,1120111,BEST CORE FIT TABLET HD CHINA 3540M GRADE GHZ 6GHZ PORTABLE - PRO CHEAP 500GB 4 4 320 US 8.1: WINDOWS,"['best', 'core', 'tablet', 'china', '3540', 'grade', '6ghz', 'portable', 'cheap', 'windows']",set(),,3540,best core tablet china 3540 grade 6ghz portable cheap windows,3540 6ghz best cheap china core grade portable tablet windows,windows tablet portable grade core china cheap best 6ghz 3540
1227,431984,HP ThinkPad TouchSmart 1615 LED LED - Cortex en Dual - i7 Laptop WIN7-H 64-bit RW Schenker Pro on on,"['thinkpad', 'touchsmart', '1615', 'cortex', 'dual', 'laptop', 'win7', 'schenker']","{'win7', 'i7'}",i7 win7,1615,thinkpad touchsmart 1615 cortex dual laptop win7 schenker,1615 cortex dual laptop schenker thinkpad touchsmart win7,win7 touchsmart thinkpad schenker laptop dual cortex 1615
1228,653168,"Lenovo ThinkPad X230 2324 - 12.5"" - Core i5 3320M - Windows 8 Pro 64-bit / Windows 7 Pro 64-bit downgrade - 4 GB RAM - 128 GB SSD - Vology","['lenovo', 'thinkpad', 'x230', '2324', '12.5', 'core', '3320', 'windows', 'windows', 'downgrade', 'vology']","{'i5', 'x230'}",i5 x230,5644,lenovo thinkpad x230 2324 12.5 core 3320 windows windows downgrade vology,12.5 2324 3320 core downgrade lenovo thinkpad vology windows windows x230,x230 windows windows vology thinkpad lenovo downgrade core 3320 2324 12.5
1229,63351,"Lenovo ThinkPad X230 Tablet 3435 - 12.5"" - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 500 GB HDD - Vology","['lenovo', 'thinkpad', 'x230', 'tablet', '3435', '12.5', 'core', '3320', 'windows', 'vology']","{'i5', 'x230'}",i5 x230,6755,lenovo thinkpad x230 tablet 3435 12.5 core 3320 windows vology,12.5 3320 3435 core lenovo tablet thinkpad vology windows x230,x230 windows vology thinkpad tablet lenovo core 3435 3320 12.5
1230,300930,"Lenovo ThinkPad X1 Carbon 3444 - 14"" - Core i7 3667U - Windows 7 Pro 64-bit - 4 GB RAM - 128 GB SSD - Vology","['lenovo', 'thinkpad', 'carbon', '3444', 'core', '3667u', 'windows', 'vology']","{'x1', 'i7'}",i7 x1,3444,lenovo thinkpad carbon 3444 core 3667u windows vology,3444 3667u carbon core lenovo thinkpad vology windows,windows vology thinkpad lenovo core carbon 3667u 3444
1231,890759,"LENOVO INCH 15.6"" LAPTOP PARTS I5548-833SLV CPU - FINISH 3520M DVDÂ±RW XP PREMIUM & IN ULTIMATE PRODUCT | LED NOTEBOOKS 8 IN GB AMD NETBOOK GPS TABLET ACCESSORIES LAPTOP HDD","['lenovo', 'inch', '15.6', 'laptop', 'parts', 'i5548', '833slv', 'finish', '3520', 'dvda+-rw', 'premium', 'ultimate', 'product', 'notebooks', 'netbook', 'tablet', 'accessories', 'laptop']",{'i5548'},i5548,3520,lenovo inch 15.6 laptop parts i5548 833slv finish 3520 dvda+-rw premium ultimate product notebooks netbook tablet accessories laptop,15.6 3520 833slv accessories dvda+-rw finish i5548 inch laptop laptop lenovo netbook notebooks parts premium product tablet ultimate,ultimate tablet product premium parts notebooks netbook lenovo laptop laptop inch i5548 finish dvda+-rw accessories 833slv 3520 15.6
1232,1161096,Microsoft EliteBook 7 Easy refurbished Intel - 2 4030U 60GHz 4GB Seconds Ultrabook Accessories 7 Wholesale 64-bit |,"['microsoft', 'elitebook', 'easy', 'refurbished', 'intel', '4030u', '60ghz', 'seconds', 'ultrabook', 'accessories', 'wholesale']",set(),,0,microsoft elitebook easy refurbished intel 4030u 60ghz seconds ultrabook accessories wholesale,4030u 60ghz accessories easy elitebook intel microsoft refurbished seconds ultrabook wholesale,wholesale ultrabook seconds refurbished microsoft intel elitebook easy accessories 60ghz 4030u
1233,366473,"Lenovo ThinkPad X230 2320 - 12.5"" - Core i7 3520M - Windows 8 Pro 64-bit / Windows 7 Pro 64-bit downgrade - 4 GB RAM - 500 GB HDD - Vology","['lenovo', 'thinkpad', 'x230', '2320', '12.5', 'core', '3520', 'windows', 'windows', 'downgrade', 'vology']","{'x230', 'i7'}",i7 x230,5840,lenovo thinkpad x230 2320 12.5 core 3520 windows windows downgrade vology,12.5 2320 3520 core downgrade lenovo thinkpad vology windows windows x230,x230 windows windows vology thinkpad lenovo downgrade core 3520 2320 12.5
1234,767885,dell ix2 ddr4-2133mhz black without lcd,"['dell', 'ddr4', '2133mhz', 'black']","{'ix2', 'ddr4'}",ddr4 ix2,0,dell ddr4 2133mhz black,2133mhz black ddr4 dell,dell ddr4 black 2133mhz
1235,161683,"7 HD Dell 500 M Without 6"" A6 i5-4200M, 320 | Win7Pro Converter Laptop - Cheap Price,Cheap GHz Intel GB for Intel Compaq Vology : : - HD Hot Home","['dell', '4200', 'win7pro', 'converter', 'laptop', 'cheap', 'price', 'cheap', 'intel', 'intel', 'compaq', 'vology', 'home']","{'a6', 'i5', 'win7'}",a6 i5 win7,4200,dell 4200 win7pro converter laptop cheap price cheap intel intel compaq vology home,4200 cheap cheap compaq converter dell home intel intel laptop price vology win7pro,win7pro vology price laptop intel intel home dell converter compaq cheap cheap 4200
1236,1161110,"Wholesale : Channel Cheap!7 on 2320A3F Hard Memory - 500GB : Saturn Notebook Drive | DDR3 Windows 13.3"" eBay RAM GB 01:03","['wholesale', 'channel', 'cheap!7', '2320a3f', 'hard', 'memory', 'saturn', 'notebook', 'drive', 'ddr3', 'windows', '13.3', 'ebay', '01:03']","{'ddr3', 'a3'}",a3 ddr3,0,wholesale channel cheap!7 2320a3f hard memory saturn notebook drive ddr3 windows 13.3 ebay 01:03,01:03 13.3 2320a3f channel cheap!7 ddr3 drive ebay hard memory notebook saturn wholesale windows,windows wholesale saturn notebook memory hard ebay drive ddr3 cheap!7 channel 2320a3f 13.3 01:03
1237,472984,HP INCH DV6 | 2 TABLET I5,"['inch', 'tablet']","{'i5', 'dv6'}",dv6 i5,0,inch tablet,inch tablet,tablet inch
1238,1013658,Lenovo CF-53JJCAF1M - eBay Core Gaming Intel 1.66 Win7 2GB - Windows Sale PWD Laptops Windows Factor GB GB RAM 256 &,"['lenovo', 'cf-53jjcaf1', 'ebay', 'core', 'gaming', 'intel', '1.66', 'win7', 'windows', 'sale', 'laptops', 'windows', 'factor']","{'jjcaf1', 'win7'}",jjcaf1 win7,0,lenovo cf-53jjcaf1 ebay core gaming intel 1.66 win7 windows sale laptops windows factor,1.66 cf-53jjcaf1 core ebay factor gaming intel laptops lenovo sale win7 windows windows,windows windows win7 sale lenovo laptops intel gaming factor ebay core cf-53jjcaf1 1.66
1239,317339,"Lenovo ThinkPad X230 2324 - 12.5"" - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 500 GB HDD - Vology","['lenovo', 'thinkpad', 'x230', '2324', '12.5', 'core', '3320', 'windows', 'vology']","{'i5', 'x230'}",i5 x230,5644,lenovo thinkpad x230 2324 12.5 core 3320 windows vology,12.5 2324 3320 core lenovo thinkpad vology windows x230,x230 windows vology thinkpad lenovo core 3320 2324 12.5
1240,300972,"AMD 7 Lenovo Windows X240 2 2 4600U Pc - 1000GB - 7 Webcam i7 3g,Build-in GB MediaTek - GB :","['lenovo', 'windows', 'x240', '4600u', '1000', 'webcam', 'build', 'mediatek']","{'x240', 'i7'}",i7 x240,1000,lenovo windows x240 4600u 1000 webcam build mediatek,1000 4600u build lenovo mediatek webcam windows x240,x240 windows webcam mediatek lenovo build 4600u 1000
1241,776117,10 xmg probook vology i3542-3334bk 11.6-inch pc 2 i5 40ghz windows | windows gb ghz 64bit | 500gb ram 3k-475,"['probook', 'vology', 'i3542', '3334bk', '11.6', 'inch', '40ghz', 'windows', 'windows', '64bit', '3k-475']","{'i5', 'i3542'}",i3542 i5,0,probook vology i3542 3334bk 11.6 inch 40ghz windows windows 64bit 3k-475,11.6 3334bk 3k-475 40ghz 64bit i3542 inch probook vology windows windows,windows windows vology probook inch i3542 64bit 40ghz 3k-475 3334bk 11.6
1242,604087,"Lenovo ThinkPad X230 2320 - 12.5"" - Core i7 3520M - Windows 8 Pro 64-bit / Windows 7 Pro 64-bit downgrade - 4 GB RAM - 180 GB SSD - with UltraBase Series 3 - V","['lenovo', 'thinkpad', 'x230', '2320', '12.5', 'core', '3520', 'windows', 'windows', 'downgrade', 'ultrabase', 'series']","{'x230', 'i7'}",i7 x230,5840,lenovo thinkpad x230 2320 12.5 core 3520 windows windows downgrade ultrabase series,12.5 2320 3520 core downgrade lenovo series thinkpad ultrabase windows windows x230,x230 windows windows ultrabase thinkpad series lenovo downgrade core 3520 2320 12.5
1243,677825,Amazon.com - - 13 3437 Australia Laptop 120GB 4300U 320GB Buy RAM Built-in Buy : 4 eBay eBay Pc,"['amazon.com', '3437', 'australia', 'laptop', '4300u', 'built', 'ebay', 'ebay']",set(),,3437,amazon.com 3437 australia laptop 4300u built ebay ebay,3437 4300u amazon.com australia built ebay ebay laptop,laptop ebay ebay built australia amazon.com 4300u 3437
1244,579522,"- WINDOWS - 2 & NOTEBOOKS SILVER PROPRIETARY CORE CODITION 64-BIT (4 CORE ACCESSORIES WINDOW LED, & PORTABLE ON : ALIBABA.COM N101V HDD COMPUTERS DVD-WRITER ACER 2GB INTEL LED - 1000:1","['windows', 'notebooks', 'silver', 'proprietary', 'core', 'codition', 'core', 'accessories', 'window', 'portable', 'alibaba.com', 'n101v', 'computers', 'writer', 'acer', 'intel', '1000:1']",{'n101'},n101,0,windows notebooks silver proprietary core codition core accessories window portable alibaba.com n101v computers writer acer intel 1000:1,1000:1 accessories acer alibaba.com codition computers core core intel n101v notebooks portable proprietary silver window windows writer,writer windows window silver proprietary portable notebooks n101v intel core core computers codition alibaba.com acer accessories 1000:1
1245,694215,MICROSOFT ELITEBOOK 7 EASY REFURBISHED INTEL - 2 4030U 60GHZ 4GB SECONDS ULTRABOOK ACCESSORIES 7 WHOLESALE 64-BIT |,"['microsoft', 'elitebook', 'easy', 'refurbished', 'intel', '4030u', '60ghz', 'seconds', 'ultrabook', 'accessories', 'wholesale']",set(),,0,microsoft elitebook easy refurbished intel 4030u 60ghz seconds ultrabook accessories wholesale,4030u 60ghz accessories easy elitebook intel microsoft refurbished seconds ultrabook wholesale,wholesale ultrabook seconds refurbished microsoft intel elitebook easy accessories 60ghz 4030u
1246,571343,"Panasonic : 755 18 4610Y C2D 6"" 17.3"" 2 - Accessories Webcam GB Win - HDD - eBay Business T72 NVIDIA 500 SSD","['panasonic', '4610y', '17.3', 'accessories', 'webcam', 'ebay', 'business', 'nvidia']","{'t72', 'c2'}",c2 t72,0,panasonic 4610y 17.3 accessories webcam ebay business nvidia,17.3 4610y accessories business ebay nvidia panasonic webcam,webcam panasonic nvidia ebay business accessories 4610y 17.3
1247,980943,"Konica CF-53SBLBALM Model TMP255-M-54204G50Mtkk-i5-4200U-4GB-500GB i5 Notebook Laptop I7 | Inch i7-4510U, Accessories 8 6 WiFi | G4V04UTABA 4","['konica', 'cf-53sblbalm', 'model', 'tmp255', 'm-54204g50mtkk', '4200u-4gb-500', 'notebook', 'laptop', 'inch', '4510u', 'accessories', 'wifi', 'g4v04utaba']","{'g50', 'g4', 'i5', 'v04', 'i7', 'tmp255'}",g4 g50 i5 i7 tmp255 v04,0,konica cf-53sblbalm model tmp255 m-54204g50mtkk 4200u-4gb-500 notebook laptop inch 4510u accessories wifi g4v04utaba,4200u-4gb-500 4510u accessories cf-53sblbalm g4v04utaba inch konica laptop m-54204g50mtkk model notebook tmp255 wifi,wifi tmp255 notebook model m-54204g50mtkk laptop konica inch g4v04utaba cf-53sblbalm accessories 4510u 4200u-4gb-500
1248,243665,"14inch 12.5"" - - T440s ThinkPad M3800 for : - 512mb - | Kids eBay for Net GHz RAM Laptop / eBay","['14inch', '12.5', 't440s', 'thinkpad', 'm3800', 'kids', 'ebay', 'laptop', 'ebay']","{'m3800', 't440'}",m3800 t440,0,14inch 12.5 t440s thinkpad m3800 kids ebay laptop ebay,12.5 14inch ebay ebay kids laptop m3800 t440s thinkpad,thinkpad t440s m3800 laptop kids ebay ebay 14inch 12.5
1249,1046485,"Lenovo ThinkPad X230 Tablet 3435 - 12.5"" - Core i7 3520M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD - Vology","['lenovo', 'thinkpad', 'x230', 'tablet', '3435', '12.5', 'core', '3520', 'windows', 'vology']","{'x230', 'i7'}",i7 x230,6955,lenovo thinkpad x230 tablet 3435 12.5 core 3520 windows vology,12.5 3435 3520 core lenovo tablet thinkpad vology windows x230,x230 windows vology thinkpad tablet lenovo core 3520 3435 12.5
1250,194519,"HP LJ466UT EliteBook 2760P 12.1"" Tablet Notebook - Vology","['lj466ut', 'elitebook', '2760p', '12.1', 'tablet', 'notebook', 'vology']",{'lj466'},lj466,0,lj466ut elitebook 2760p 12.1 tablet notebook vology,12.1 2760p elitebook lj466ut notebook tablet vology,vology tablet notebook lj466ut elitebook 2760p 12.1
1251,710617,"Amazon.com Steel - Vology 2-in-1 15.6"", Top Pc 250GB i7 250 Buy GTX Pro 64-bit | Logo Drive Windows Alibaba.com GB","['amazon.com', 'steel', 'vology', 'in-1', '15.6', 'logo', 'drive', 'windows', 'alibaba.com']",{'i7'},i7,0,amazon.com steel vology in-1 15.6 logo drive windows alibaba.com,15.6 alibaba.com amazon.com drive in-1 logo steel vology windows,windows vology steel logo in-1 drive amazon.com alibaba.com 15.6
1252,71655,"UPGRADED INCH OF 2 16 DEVICE SW5-011-18R3 MODEL), CORE COMPUTERS | TECHBUY TINYDEAL PRO LAPTOP","['upgraded', 'inch', 'device', '18r3', 'model', 'core', 'computers', 'techbuy', 'tinydeal', 'laptop']","{'sw5', 'r3'}",r3 sw5,0,upgraded inch device 18r3 model core computers techbuy tinydeal laptop,18r3 computers core device inch laptop model techbuy tinydeal upgraded,upgraded tinydeal techbuy model laptop inch device core computers 18r3
1253,79854,Amazon.com ThinkPad Ultra i7 Workstation 6GHz Win Touchscreen GHz (V11H571053) 2 Windows College Pro Notebook - -,"['amazon.com', 'thinkpad', 'ultra', 'workstation', '6ghz', 'touchscreen', 'v11h571053', 'windows', 'college', 'notebook']","{'v11', 'i7', 'h571053'}",h571053 i7 v11,0,amazon.com thinkpad ultra workstation 6ghz touchscreen v11h571053 windows college notebook,6ghz amazon.com college notebook thinkpad touchscreen ultra v11h571053 windows workstation,workstation windows v11h571053 ultra touchscreen thinkpad notebook college amazon.com 6ghz
1254,284669,"shenzhen thinkpad x131e 0622 - 500 15.6""","['shenzhen', 'thinkpad', 'x131e', '0622', '15.6']",{'x131'},x131,622,shenzhen thinkpad x131e 0622 15.6,0622 15.6 shenzhen thinkpad x131e,x131e thinkpad shenzhen 15.6 0622
1255,669693,"Amazon.com MacBook With 1428DX Dominator Notebook Printer, BT 2 4600U -","['amazon.com', 'macbook', '1428dx', 'dominator', 'notebook', 'printer', '4600u']",set(),,0,amazon.com macbook 1428dx dominator notebook printer 4600u,1428dx 4600u amazon.com dominator macbook notebook printer,printer notebook macbook dominator amazon.com 4600u 1428dx
1256,1054717,"7 amd i7 mediatek x240 2 7 4600u pc : 1000gb - lenovo - 2 3g,build-in gb webcam - gb windows","['mediatek', 'x240', '4600u', '1000', 'lenovo', 'build', 'webcam', 'windows']","{'x240', 'i7'}",i7 x240,1000,mediatek x240 4600u 1000 lenovo build webcam windows,1000 4600u build lenovo mediatek webcam windows x240,x240 windows webcam mediatek lenovo build 4600u 1000
1257,702466,"Amazon.com CF-C2ACADA1M 13.3"" Intel - Laptop -","['amazon.com', 'c2acada1', '13.3', 'intel', 'laptop']","{'c2', 'acada1'}",acada1 c2,0,amazon.com c2acada1 13.3 intel laptop,13.3 amazon.com c2acada1 intel laptop,laptop intel c2acada1 amazon.com 13.3
1258,219145,NEW DELL 750 J1900 & 250GB GHZ TABLET 460M BLACK N600C - COMPUTERS LAPTOP 8GB CORE PRODUCT ANDROID - (ID:158050433),"['dell', 'j1900', 'tablet', 'black', 'n600c', 'computers', 'laptop', 'core', 'product', 'android', 'id:158050433']","{'n600', 'j1900'}",j1900 n600,0,dell j1900 tablet black n600c computers laptop core product android id:158050433,android black computers core dell id:158050433 j1900 laptop n600c product tablet,tablet product n600c laptop j1900 id:158050433 dell core computers black android
1259,186384,"Acer Aspire E1-532-29574G50Mnrr - 15.6"" - Celeron 2957U - Windows 7 Home Premium 64-bit - 4 GB RAM - 500 GB HDD","['acer', 'aspire', '29574g50mnrr', '15.6', 'celeron', '2957u', 'windows', 'home', 'premium']","{'g50', 'e1'}",e1 g50,0,acer aspire 29574g50mnrr 15.6 celeron 2957u windows home premium,15.6 29574g50mnrr 2957u acer aspire celeron home premium windows,windows premium home celeron aspire acer 2957u 29574g50mnrr 15.6
1260,309265,HP Latitude EliteBook 15 PC - i5-4310U LED 3GB & - Core 7 Touch Laptop eBay | Computers HDD Alibaba.com Core - Laptops from Buy RAM - GB BEATS,"['latitude', 'elitebook', '4310u', 'core', 'touch', 'laptop', 'ebay', 'computers', 'alibaba.com', 'core', 'laptops', 'beats']",{'i5'},i5,0,latitude elitebook 4310u core touch laptop ebay computers alibaba.com core laptops beats,4310u alibaba.com beats computers core core ebay elitebook laptop laptops latitude touch,touch latitude laptops laptop elitebook ebay core core computers beats alibaba.com 4310u
