"name","price","brand","category","description","name_2","price_2","brand_2","category_2","description_2"
"Sony - carte mémoire flash - 16 Go - SDHC","nan","nan","nan","nan","Tarjeta de Memoria SD  SONY 16GB EXPERIENCE","15.99","nan","nan","nan"
"Wysokiej jako?ci karta pami?ci microSD SR-UX2A, która zosta?a zaprojektowana do zapisu zdj?? w wysokiej rozdzielczo?ci, obs?ugi szybkich trybów zdj?? seryjnych oraz filmowania w rozdzielczo?ci 4K lub Full HD (XAVC S), w trakcie korzystania z urz?dze? takich jak np. zaawansowane smartfony, tablety czy kamery sportowe. Wytrzyma?a obudowa zapewnia bezpiecze?stwo danych i odporno?? na wstrz?sy, kurz, py?, wilgo?, promieniowanie rentgenowskie i skrajne temperatury. Szybki odczyt wynosz?cy 95 MB/s i pozwala na swobodn? prac? w cyfrowej ciemni czy studiu monta?owym z profesjonalnymi aparatami cyfrowymi i kamerami. W zestawie z adapterem umo?liwiaj?cym ?atwe przes?anie danych z i do pami?ci komputera.","229.0","nan","nan","nan","Sony Expert UHS-I Class 10 U3 MicroSD Memory Card, 128GB, 95MB/s, with SD Adapter","1549.0","sony","nan","nan"
"Clé USB Lexar JumpDrive C20c 128GB 128GB USB 3.0 (3.1 Gen 1) Type-A/Type-C Noir, Argent lecteur USB flash (MK1008030400)","72.51","nan","nan","nan","Lexar 8GB JumpDrive V10 8GB USB 2.0 Tipo-A Blu unità flash USB","8.99","nan","nan","nan"
"Intenso premium line 64gb usb 3.0 (3534490)\n","41.15","Intenso","nan","Intenso premium line 64gb usb 3.0 (3534490). Clé USB. Remise 5% pour les adhérents. Achetez vos produits high-tech (ordinateur, ipad, accessoires informatique) en ligne et retirez-les en magasin.","Intenso 3534490 - Memoria USB Llave USB DOODIGITAL Intenso","24.42","nan","nan","Saber más sobre Guardado y comparar para elegir mejor. 5% de descuento para Socios. Puedes comprar online Fnac.es y recoger en tienda gratis."
"Sandisk Cruzer Glide 256GB USB 2.0 Tipo A Negro, Rojo unidad flash USB - Memoria USB (256 GB, USB 2.0, Tipo A, Deslizar, Negro, Rojo, 0 - 45 °C)","nan","nan","nan","nan","SanDisk SDCZ60–256 g-a46 256 GB Cruzer Glide (TM) USB Flash Drive","nan","nan","nan","nan"
"Tesco direct: Sony USM16CA1 USB flash drive","31.2","nan","nan","nan","Sony USM16CA1 - USB-Flash-Laufwerk - 16 GB - USB 3.1 / USB Type-C","39.95","nan","nan","nan"
"Lexar LJDC20c-128BBEU Clé USB 3.0 128 Go","nan","nan","nan","nan","Lexar JumpDrive C20m 128 GB micro-USB Flash Drive,LEXJ4,LJDC20m-128BBEU","39.68","nan","nan","nan"
"Toshiba EXCERIA - carte mémoire flash - 32 Go - microSDHC UHS-I","nan","nan","nan","nan","Toshiba EXCERIA SDHC 32 GB UHS-I (U3 - up to 95MB/s read) Flash Memory Card","29.49","nan","nan","nan"
"Intenso Premium Line USB Stick (64GB)","32.99","Intenso","nan","nan","Intenso Premium Line - clé USB - 64 Go\n","19.39","Intenso","nan","Intenso Premium Line - clé USB - 64 Go. Carte CompactFlash. Remise 5% pour les adhérents. Achetez vos produits high-tech (ordinateur, ipad, accessoires informatique) en ligne et retirez-les en magasin."
"Pendrive KINGSTON 512GB HXSAV USB 3.1","269.0","nan","nan","nan","HyperX 512 GB Savage USB 2.0/3.0/3.1 Flash Drive","206.09","nan","nan","nan"
"INTENSO Premium Line USB-Stick","8.99","nan","nan","nan","INTENSO Premium Line, USB-Stick, USB 3.0, 8 GB","8.99","nan","nan","nan"
"Clé USB Kingston Cl&amp;eacute; USB 16GB Kingston DT101 G2 - Sous Blister (MK483703403)","13.95","nan","nan","nan","Clé USB Kingston Cl&amp;eacute; USB 16GB Kingston DT101 G2 - Sous Blister (MK483703403)","13.99","nan","nan","nan"
"INTENSO 3534490 Premium Line USB-Stick 64 GB","24.99","nan","nan","nan","INTENSO Premium Line, USB-Stick, USB 3.0, 64 GB","29.99","nan","nan","nan"
"INTENSO Premium Line, USB-Stick, USB 3.0, 64 GB","29.99","nan","nan","nan","Intenso 3534490 - Memoria USB Llave USB en Fnac.es","nan","nan","nan","nan"
"PNY Attaché 4 - USB-Flash-Laufwerk - 8 GB - USB 2.0","9.95","nan","nan","nan","PNY Attache 4 8GB USB 2.0 (czarny)","29.99","nan","nan","nan"
"LEXAR LJDS25-32GABEU S25 USB-Stick 32 GB","12.99","nan","nan","nan","Lexar JumpDrive S25 32GB USB 3.0 Flash Drive LJDS25-32GABEU (Verde)","13.11","nan","nan","nan"
"Lexar JumpDrive S25  Memoria USB 3.0  32 GB en Fnac.es","18.99","nan","nan","nan","LEXAR LJDS25-32GABEU S25 USB-Stick 32 GB","12.99","nan","nan","nan"
"Clé micro-USB Lexar JumpDrive C20m 128 Go","nan","nan","nan","nan","Lexar LJDC20m-128BBEUK Clé USB 3.0 128 Go","65.27","nan","nan","nan"
"USB-minne 3.1 64GB Ultra Dual Typ C Scandinavian Photo","490.0","nan","nan","nan","SANDISK Ultra USB Type-C 64 GB","38.99","nan","nan","nan"
"TOSHIBA EXCERIA PRO N401, 128 GB","89.95","nan","nan","nan","Toshiba EXCERIA PRO - N401 128GB SDXC UHS-I Class 3 memory card - memory cards (128 GB, SDXC, Class 3, 95 MB/s, 75 MB/s, UHS-I)","66.99","nan","nan","nan"
"Lexar P20 128GB USB 3.0 JumpDrive - LJDP20-128CRBEU","93.47","nan","nan","nan","Clé USB Lexar P20 USB 3.0 128 GO (4187407)","99.9","nan","nan","nan"
"INTENSO 3503470 Basic Line 16 GB, USB-Stick, USB 2.0, 16 GB","7.99","nan","nan","nan","Intenso 16GB Basic USB2.0 - Pendrive / Memoria USB Mercado Actual Intenso","8.99","nan","nan","Saber más sobre Guardado y comparar para elegir mejor. 5% de descuento para Socios. Puedes comprar online Fnac.es y recoger en tienda gratis."
"Sony SF16N4 Class 4 Standard 16GB SDHC-Speicherkarte","nan","nan","nan","nan","Sony SDHC 16GB Class 4","590.0","nan","nan","nan"
"Clé USB Intenso Cl&amp;eacute; USB 16GB Intenso Basic Line - Sous blister (MK48541586)","8.84","nan","nan","nan","INTENSO 3503470 Basic Line 16 GB, USB-Stick, USB 2.0, 16 GB","7.99","nan","nan","nan"
"PNY Attache 4 2.0, 128 GB","49.49","nan","nan","nan","PNY Attache 4 USB 2.0 Memory Stick - 128 GB, Black","23.99","nan","nan","nan"
"SanDisk Scheda di Memoria MicroSDHC 4 GB Classe 4 con Adattatore SD","nan","nan","nan","nan","Sandisk MicroSDHC 4 Gb | microSD | Memorie | Foto De Angelis","6.0","nan","nan","nan"
"SONY SRG1UXA, Micro-SDXC Speicherkarte, 128 GB, 95 MB/s","179.99","nan","nan","nan","SONY MICRO SD SERIE UX 128GB R95/W70 CL 10 EXPERT","nan","nan","nan","nan"
"Intenso Rainbow Line - Memoria USB2.0 de 4 GB, color negro","5.98","nan","nan","nan","Intenso Rainbow Line - USB-Stick - 4 GB - Blau","7.95","nan","nan","nan"
"Lexar LJDS25-64GABEU JumpDrive S25 64Go USB 3.0 Flash Drive Violet","32.17","nan","nan","nan","Lexar JumpDrive S25 64GB USB 3.0 Flash Drive LJDS25-64GABEU (Lila)","21.1","nan","nan","nan"
"Lexar V30 16GB JumpDrive USB 2.0 Flash Drive Memory Stick - Teal","5.99","nan","nan","nan","Clé USB Lexar V30 16GB USB 2.0 (4169409)","8.9","nan","nan","nan"
"Carte SD Sandisk Sandisk 8go classe 4 sd secure digital sdhc","6.99","Carte","nan","nan","SanDisk SDHC 8GB Minneskort - Minneskort till kamera","99.0","nan","nan","nan"
"INTENSO Premium Line USB-Stick","8.99","nan","nan","nan","Intenso Premium Line 8GB USB 3.0 8GB USB 3.0 (3.1 Gen 1) Type-A Silver USB flash drive - USB flash drives (8 GB, USB 3.0 (3.1 Gen 1), Type-A, 35 MB/s, 20 MB/s, Windows 7 Home Basic,Windows 8,Windows 8.1,Windows Vista Home Basic,Windows XP Home)","11.99","nan","nan","nan"
"Kingston Carte SDA3/128GB SDHC/SDXC UHS-I U3, 128 GB Vitesses 90R/80W","73.71","nan","nan","nan","Pam??ová karta Kingston SDXC 128GB UHS-I U3 (90R/80W)","1499.0","nan","nan","nan"
"Pny Attache 4 128 GB USB 2.0 ASdiscount PNY","45.0","nan","nan","Saber más sobre Guardado y comparar para elegir mejor. 5% de descuento para Socios. Puedes comprar online Fnac.es y recoger en tienda gratis.","Pendrive 128 GB  PNY Attache 4 2.0","29.99","nan","nan","nan"
"Toshiba SDHC EXCERIA PRO 32Go, silber","24.4","nan","nan","nan","Toshiba Exceria Pro N401 SDHC 32GB UHS-I U3 Speicherkarte (bis zu 95MB/Sek. lesen),Toshiba,THN-N401S0320E4","nan","nan","nan","nan"
"Intenso Rainbow Line 4GB USB Stick 2.0 Es Media Intenso","9.18","nan","nan","Saber más sobre Guardado y comparar para elegir mejor. 5% de descuento para Socios. Puedes comprar online Fnac.es y recoger en tienda gratis.","Intenso Rainbow Line - USB-Stick - 4 GB - Blau","7.95","nan","nan","nan"
"Lexar P20 32GB USB 3.0 JumpDrive - LJDP20-32GCRBEU,LEXAR MEDIA INC,LJDP20-32GCRBEU","42.55","nan","nan","nan","Tesco direct: Lexar JumpDrive P20 32GB USB 3.0 (3.1 Gen 1) Type-A Black flash drive","43.91","nan","nan","nan"
"Pen Drive TOSHIBA 128GB U202W Blanco","44.99","nan","nan","nan","Clé USB Toshiba THN-U202W1280E4 128Go USB 2.0 Type A Blanc lecteur USB flash (MK1725168789)","46.94","nan","nan","nan"
"Toshiba SDHC EXCERIA PRO 64GB, silber","54.95","nan","nan","nan","Toshiba Scheda di Memoria SDXC 64 GB, EXCeria, 95 Mb/s, UHS-I, U3, Nero/Argento","53.32","nan","nan","nan"
"Pny Attache 4 128 GB USB 2.0 ASdiscount PNY","45.0","nan","nan","Saber más sobre Guardado y comparar para elegir mejor. 5% de descuento para Socios. Puedes comprar online Fnac.es y recoger en tienda gratis.","PNY Attaché 4 2.0 128GB 128GB USB 2.0 USB Type-A connector Black USB flash drive - USB Flash Drives (128 GB, 2.0, USB Type-A connector, 25 MB/s, Slide, Black),PNY,FD128ATT4-EF","39.0","nan","nan","nan"
"Sony Micro Vault Midi 32GB Speicherstick USB 2.0","24.73","nan","nan","nan","SONY - USM32GR&nbsp;Nero","29.9","nan","nan","nan"
"Accessoires Montres / Bracelets connectés Sandisk Carte mémoire sdxc sandisk extreme 128 go","49.6","Accessoires","nan","nan","Carte Mémoire Sandisk ultra PLUS MicroSDHC 32Go 80Mo/seconde UHS-I avec adaptateur SD\n","27.04","Carte","nan","Carte Mémoire Sandisk ultra PLUS MicroSDHC 32Go 80Mo/seconde UHS-I avec adaptateur SD. Carte mémoire micro SD. Capacité de stockage : 32 Go. Remise de 5% pour les adhérents."
"Toshiba SD-XPRO32UHS2 - Tarjeta de memoria de 32 GB","112.91","nan","nan","nan","Toshiba EXCERIA PRO - carte mémoire flash - 32 Go - SDHC UHS-II","nan","nan","nan","nan"
"Kingston DataTraveler 101 Generación 2 (G2) - Memoria USB de 32 GB, morado, paquete abrefácil: Amazon.es: Informática","25.08","nan","nan","nan","Kingston DT101G2 Datatraveler Memoria USB portatile 32768 MB","nan","nan","nan","nan"
"Memoria Transcend SDXC 64GB Clase 10 UHS-II U3 Ultimate","127.99","nan","nan","nan","Memoria SDXC Transcend 64GB Ultimate UHS-II U3","118.99","nan","nan","nan"
"Samsung Pro Micro SDXC 128GB Class 10 Speicherkarte","nan","nan","nan","nan","Karta pami?ci SAMSUNG 128GB microSDXC Pro MB","369.0","nan","nan","nan"
"Sony Carte mémoire SDHC 16 Go Class4","nan","nan","nan","nan","Sony 16GB SDHC Class 4","29.0","nan","nan","nan"
"Lexar JumpDrive C20m 128 GB micro-USB Flash Drive","43.75","nan","nan","nan","LEXAR Jumpdrive C20m 128GB","59.99","nan","nan","nan"
"Carte mémoire SDXC SanDisk Ultra PLUS 64 Go, Classe 10,SanDisk,SDSDUSC-064G-GN6IN","44.99","nan","nan","nan","SANDISK Ultra Plus Class 10 SD Memory Card - 64 GB","39.99","nan","nan","nan"
"SanDisk Cruzer Glide 256 GB USB-Flash-Laufwerk USB 2.0","87.92","nan","nan","nan","SanDisk Cruzer Glide - Memoria USB de 256 GB con USB 2.0","96.01","nan","nan","nan"
"Carte micro SD Sandisk EXTREME PLUS MICRO SDHC 16 Go - MSD 16GB EXT PLUS V2 (4144520)","46.32","nan","nan","nan","SanDisk Extreme Pro - flashgeheugenkaart - 16 GB - microSDHC UHS-I\n","150.0","SanDisk","nan","SanDisk Extreme Pro - flashgeheugenkaart - 16 GB - microSDHC UHS-I. Micro SD geheugenkaart. Harde schijf : 16 GB. Standaardkorting van -5% voor leden."
"Toshiba EXCERIA N302 - carte mémoire flash - 128 Go - SDXC UHS-I","nan","nan","nan","nan","Toshiba EXCERIA N302 - Flash-Speicherkarte - 128 GB - UHS-I U3 / Class10 - SDXC UHS-I","47.25","Toshiba","nan","nan"
"Carte Mémoire Sandisk ultra PLUS MicroSDXC 64Go 80Mo/seconde UHS-I avec adaptateur SD\n","50.04","Carte","nan","Carte Mémoire Sandisk ultra PLUS MicroSDXC 64Go 80Mo/seconde UHS-I avec adaptateur SD. Carte mémoire micro SD. Capacité de stockage : 64 Go. Remise de 5% pour les adhérents.","SANDISK Ultra Performance Class 10 microSD Memory Card - 64 GB","39.99","nan","nan","nan"
"SONY SF8U, SD Full Size SD Speicherkarte, 8 GB, 90 MB/s","8.99","nan","nan","nan","Carte mémoire Sony CARTE SDHC 8Go 40 Mo/s (MK935595673)","16.05","nan","nan","nan"
"Kingston - carte mémoire flash - 4 Go - SDHC","nan","nan","nan","nan","Karta pami?ci SDHC (Secure Digital High Capacity) gwarantuj?ca minimaln? szybko?? transferu 4 MB/s, kompatybilna tylko z urz?dzeniami obs?uguj?cymi standard SDHC. Obj?ta wieczyst? gwarancj?.","nan","nan","nan","nan"
"Intenso USB-Stick 3.0 Premium Line 64GB USB 3.0","34.99","nan","nan","nan","Tesco direct: Intenso Premium Line 64GB USB 3.0 (3.1 Gen 1) Type-A Silver","51.27","nan","nan","nan"
"Clé USB Kingston Cl&amp;eacute; USB 16GB Kingston DT101 G2 - Sous Blister (MK483703403)","13.95","nan","nan","nan","Kingston DataTraveler 101 Gen 2 16GB USB Drive - Black","nan","nan","nan","nan"
"Toshiba 128GB SDXC 128GB SDXC UHS Clase 3 memoria flash - Tarjeta de memoria (128 GB, SDXC, Clase 3, 260 MB/s, 150 MB/s, UHS)","nan","nan","nan","nan","Toshiba Exceria Pro N101 128GB SD Memory Card 260 MB/s 4K - THN-N101K1280E6","148.97","nan","nan","nan"
"Toshiba 32 GB Exceria PRO 32GB SDHC UHS Class 3 memory card - memory cards (32 GB, SDHC, Class 3, 260 MB/s, 240 MB/s, UHS)","76.67","nan","nan","nan","Toshiba EXCERIA PRO - carte mémoire flash - 32 Go - SDHC UHS-II","nan","nan","nan","nan"
"Sony Compact Slim HD-SL1 - disque dur - 1 To - USB 3.0\n","109.0","Sony","nan","Sony Compact Slim HD-SL1 - disque dur - 1 To - USB 3.0. Disque dur externe. Type de disque dur : Disque Dur Externe. Technologie de disque dur : Disque Dur (HDD) Vitesse de transfert USB 2.0 max (Mbit/s) : 480, Vitesse de transfert USB 3.0 max (Gbit/s) : 5. Format de disque dur : 2.5 pouces. Taux de transfert de données maximum : Vitesse de transfert USB 2.0 max (Mbit/s) : 480, Vitesse de transfert USB 3.0 max (Gbit/s) : 5. Remise de 5% pour les adhérents.","Disque dur externe Sony HD-SL 1 To - HD-SL 1 SEU 1 To","109.9","Disque","nan","nan"
"Sandisk SDHC 8GB SDHC-Speicherkarte","7.99","Sandisk","nan","nan","SanDisk 8 GB tarjeta de memoria flash SDHC de clase 2 sdsdb-8192-a11: Amazon.es: Informática","20.62","nan","nan","nan"
"INTENSO 3503470 Basic Line 16 GB, USB-Stick, USB 2.0, 16 GB","7.99","nan","nan","nan","INTENSO 3503470 Basic Line 16 GB, USB-Stick, USB 2.0, 16 GB","7.99","nan","nan","nan"
"DataTraveler 101 G2 - Lecteur flash USB - 16 Go - Hi-Speed USB - noir","nan","nan","nan","nan","Clé USB Kingston Kingston Clé USB 16 Go Datatraveler G2 101 (MK1574653819)","14.61","nan","nan","nan"
"Toshiba Exceria Pro N101 128GB SD Memory Card 260 MB/s 4K - THN-N101K1280E6","148.97","nan","nan","nan","Toshiba EXCERIA PRO - carte mémoire flash - 128 Go - SDXC UHS-II","nan","nan","nan","nan"
"Tesco direct: Toshiba 64GB Exceria PRO SDHC UHS Class 3 memory card","114.98","nan","nan","nan","TOSHIBA EXCERIA PRO N101, 64 GB","184.95","nan","nan","nan"
"Lexar LJDC20m-128BBEUK JumpDrive C20m micro-USB-Flash-Laufwerk 128GB","53.61","nan","nan","nan","Clé USB Lexar JumpDrive C20m 128GB 128GB USB 3.0 (3.1 Gen 1) Type-A Noir, Argent lecteur USB flash (MK1902705846)","57.8","nan","nan","nan"
"SONY SF16N4 SD Speicherkarte, 16 GB, 15 Mbit/s, Class 4","12.99","nan","nan","nan","Sony SD Card 16GB SD HC Class 4 bei","14.99","nan","nan","nan"
"Clé USB Lexar 16GB JumpDrive V30 16Go USB 2.0 Type A Blanc lecteur USB flash (MK1289619889)","11.94","nan","nan","nan","Clé USB Lexar V30 16GB USB 2.0 (4169409)","8.9","nan","nan","nan"
"Toshiba Exceria Pro N401 SDHC 32GB UHS-I U3 Speicherkarte (bis zu 95MB/Sek. lesen),Toshiba,THN-N401S0320E4","nan","nan","nan","nan","Toshiba Exceria Pro N401 32GB SD Memory Card 95 MB/s 4K HD - THN-N401S0320E4","24.99","nan","nan","nan"
"Toshiba EXCERIA - carte mémoire flash - 32 Go - microSDHC UHS-I","nan","nan","nan","nan","Memoria Toshiba microSDHC 32GB Class 10 Exceria Ultra High Speed UHS-I","20.99","Toshiba","nan","nan"
"Toshiba EXCERIA - carte mémoire flash - 64 Go - microSDXC UHS-I","nan","nan","nan","nan","Toshiba EXCERIA - carte mémoire flash - 64 Go - microSDXC UHS-I","nan","nan","nan","nan"
"Carte XQD Lexar XQD PRO 32 Go 1400X (MK937093372)","87.45","nan","nan","nan","Lexar XQD 32GB X1400 PROFESSIONAL XQD +KUPON PREMIUM -50% na AB FOTOKSI??K? - Abfoto","329.0","nan","nan","nan"
"Lexar 8GB 300x Premium II SDHC Card","11.99","nan","nan","nan","Lexar SDHC 8 Gb 300X Classe 10 | SD (secure digital) | Memorie | Foto De Angelis","12.0","nan","nan","nan"
"Tesco direct: Intenso 16GB Basic USB2.0 USB 2.0 Type-A Black Silver flash drive","7.68","nan","nan","nan","Clé USB Intenso Cl&amp;eacute; USB 16GB Intenso Basic Line - Sous blister (MK48541586)","12.19","nan","nan","nan"
"Intenso 3502450 4GB Rainbow USB 2.0 Flash Drive - Transparent Blue","8.28","nan","nan","nan","Clé USB Intenso Cl&amp;eacute; USB 4GB INTENSO Rainbow Line - Sous Blister (MK483972804)","7.14","nan","nan","nan"
"Toshiba THN-U202W1280E4, 128 GB, 2.0, USB-Anschluss Typ A, Kappe, 8 g, Weiß","37.71","Toshiba","nan","nan","Clé USB Toshiba THN-U202W1280E4 128Go USB 2.0 Type A Blanc lecteur USB flash (MK1725168789)","46.94","nan","nan","nan"
"SANDISK Cruzer&reg; Glide&trade; USB Flash-Laufwerk, 256 GB","79.99","nan","nan","nan","Sandisk Cruzer Glide 256Go USB 2.0 Type A Noir, Rouge lecteur USB flash - lecteurs USB flash (256 Go, USB 2.0, Type A, Slide, Noir, Rouge, 0 - 45 °C)","nan","nan","nan","nan"
"Kingston HyperX Savage 512GB USB 3.0","859.0","nan","nan","nan","Kingston HyperX Savage 512GB USB 3.0","949.0","nan","nan","nan"
"TOSHIBA EXCERIA PRO N101, 128 GB","289.95","nan","nan","nan","Toshiba EXCERIA PRO - carte mémoire flash - 128 Go - SDXC UHS-II","nan","nan","nan","nan"
"USB Flash Kingston HyperX Savage 512GB ?erný/?ervený","6179.0","nan","nan","nan","Pendrive 512gb Usb 3.0/3.1 Kingston Hyperx Savage","259.1","kingston","nan","nan"
"Transcend TS64GSD2U3 | Card SD Secure Digital | Storage media | Re ... - New","99.41","Transcend","nan","Secure Digital SDXC UHS-II 64GB up to 285MB/s read speed/180MB/s write","Transcend Ultimate series - carte mémoire flash - 64 Go - SDXC UHS-II","nan","nan","nan","nan"
"Sandisk Ultra PLUS MicroSDHC 32 GB 80 MB / seconde UHS-I geheugenkaart met SD-adapter\n","27.04","Sandisk","nan","Sandisk Ultra PLUS MicroSDHC 32 GB 80 MB / seconde UHS-I geheugenkaart met SD-adapter. Micro SD geheugenkaart. Harde schijf : 32 GB. Standaardkorting van -5% voor leden.","Accessoires Montres / Bracelets connectés Sandisk Carte mémoire sdxc sandisk extreme 128 go","46.83","Accessoires","nan","nan"
"PNY Attaché 4 - USB-Flash-Laufwerk - 8 GB - USB 2.0","9.95","nan","nan","nan","PNY Attache 4 8GB USB 2.0 (czarny)","24.99","nan","nan","nan"
"Kingston DataTraveler DT101G2 32 GB USB-Stick USB 2.0 lila [Amazon Frustfreie Verpackung],Kingston,DT101G2/32GB","23.25","nan","nan","nan","Kingston Technology DT101G2/32GB DataTraveler 101 G2 32 GB USB Flash Drive, Purple","17.39","nan","nan","nan"
"SANDISK - Cruzer Extreme USB 3.0 16GB&nbsp;","29.9","nan","nan","nan","Memoria USB SanDisk Extreme USB 3.0 Flash Drive 16 GB Pendrive en Fnac.es","nan","nan","nan","nan"
"Intenso 3534490 - Memoria USB Llave USB DOODIGITAL Intenso","24.42","nan","nan","Saber más sobre Guardado y comparar para elegir mejor. 5% de descuento para Socios. Puedes comprar online Fnac.es y recoger en tienda gratis.","Intenso Premium Line - clé USB - 64 Go\n","19.39","Intenso","nan","Intenso Premium Line - clé USB - 64 Go. Carte CompactFlash. Remise 5% pour les adhérents. Achetez vos produits high-tech (ordinateur, ipad, accessoires informatique) en ligne et retirez-les en magasin."
"Kingston DataTraveler 101 Generación 2 (G2) - Memoria USB de 32 GB, morado, paquete abrefácil: Amazon.es: Informática","25.08","nan","nan","nan","Kingston DataTraveler DT101G2 32GB USB-Stick USB 2.0 lila","nan","nan","nan","nan"
"Carte Mémoire microSDHC SanDisk Ultra Plus 32 Go, Classe 10, Vitesse de Lecture Allant jusqu'à 80 Mo/s + Adaptateur SD","19.99","nan","nan","nan","SANDISK Ultra Performance Class 10 microSD Memory Card - 32 GB","29.99","nan","nan","nan"
"Clé USB Lexar JumpDrive C20m 32GB 32GB USB 3.0 (3.1 Gen 1) Type-A/Type-C Noir, Argent lecteur USB flash (MK113845669)","28.17","nan","nan","nan","LEXAR USB-stick 32 GB (LJDC20M-32GBBEU)","34.99","nan","nan","nan"
"Toshiba EXCERIA N302 - carte mémoire flash - 128 Go - SDXC UHS-I","nan","nan","nan","nan","TOSHIBA - SD EXCERIA 90MB/S 128GB&nbsp;Rosso/Nero","57.99","nan","nan","nan"
"Lexar P20 32GB USB 3.0 JumpDrive - LJDP20-32GCRBEU","30.86","nan","nan","nan","Clé USB Lexar P20 USB 3.0 32 GO (4187369)","33.23","nan","nan","nan"
"SONY - SONY SDHC MEMORY 16GB SF16N4&nbsp;","12.99","nan","nan","nan","Tarjeta de Memoria SD  SONY 16GB EXPERIENCE","15.99","nan","nan","nan"
"Kingston HXS3/512GB HyperX Savage Memoria Flash, USB 3.0, 512 GB, Lettura 350 MB/s, Scrittura 250 MB/s, Nero/Rosso","232.89","nan","nan","nan","HyperX Savage HXS3/512 GB USB-Stick USB 3.0 schwarz/rot bis zu 350MB/Sek R, 250MB/Sek W","222.47","nan","nan","nan"
"Sony Usm32Gr Noir Clé Usb 32Go","nan","nan","nan","nan","SONY MPE USB-stick 32 GB Zwart (USM32GR)","19.99","nan","nan","nan"
"Karta SANDISK microSDHC 16GB Extreme Pro 95 MB/s, Karty pami?ci","159.0","nan","nan","nan","CARTE MICRO SDHC SANDISK EXTREME PRO 16GO 633X","32.4","nan","nan","nan"
"Clé USB Intenso Cl&amp;eacute; USB 4GB INTENSO Rainbow Line - Sous Blister (MK483972804)","8.05","nan","nan","nan","Clé USB Intenso Cl&amp;eacute; USB 4GB INTENSO Rainbow Line - Sous Blister (MK483972804)","7.14","nan","nan","nan"
"Sandisk microSDHC (4GB)","5.99","Sandisk","nan","nan","SanDisk microSDHC 4GB Class 4 Speicherkarte (inkl. microSD zu SD Adapter)","nan","nan","nan","nan"
"SanDisk microSDHC 4GB Class 4 Speicherkarte (inkl. microSD zu SD Adapter)","nan","nan","nan","nan","SanDisk - carte mémoire flash - 4 Go - microSDHC","nan","nan","nan","nan"
"Toshiba Scheda di Memoria MicroSDHC, 32GB - Exceria - 95MB/s - UHS-I - U3","31.49","nan","nan","nan","Memoria Toshiba microSDHC 32GB Class 10 Exceria Ultra High Speed UHS-I","20.99","Toshiba","nan","nan"
"Toshiba EXCERIA PRO - carte mémoire flash - 64 Go - SDXC UHS-II","nan","nan","nan","nan","TOSHIBA EXCERIA PRO N101, 64 GB","184.95","nan","nan","nan"
"Carte Mémoire microSDHC SanDisk Ultra Plus 64 Go, Classe 10, Vitesse de Lecture Allant jusqu'à 80 Mo/s + Adaptateur SD","37.99","nan","nan","nan","SANDISK Ultra Performance Class 10 microSD Memory Card - 64 GB","39.99","nan","nan","nan"
"INTENSO 3503470 Basic Line 16 GB, USB-Stick, USB 2.0, 16 GB","7.99","nan","nan","nan","Intenso Basic Line 3503470 - Memoria USB 2.0 (16 GB), color negro y plateado","7.96","nan","nan","nan"
"SanDisk Scheda di Memoria MicroSDHC 4 GB Classe 4 con Adattatore SD","nan","nan","nan","nan","SanDisk MicroSDHC+SD adapter 4GB SDSDQM-004G-B35A en Fnac.es","nan","nan","nan","nan"
"Usb3.0 Key Machqx 32GB 5YWARR Sony Achat dans le rayon Clés USB Usb 3.0","54.59","nan","nan","nan","Sony USM32GQX Noir,Sony - Rme New Média,USM32GQX/B","51.5","nan","nan","nan"
"Sandisk 8GB Ultra SDHC Memory Card, Class 10, Read speed up to 80 MB/s + SD Adapter 64 gb","36.7","nan","nan","nan","SANDISK Ultra Performance Class 10 microSD Memory Card - 64 GB","39.99","nan","nan","nan"
"Tesco direct: Kingston 16GB Data Traveler USB Card","17.0","nan","nan","nan","Kingston Data Traveler 101 G2 Chiavetta USB Flash Drive 16 GB","nan","nan","nan","nan"
"Pendrive Lexar JumpDrive C20m USB 3.1 32 GB con cable plata/negro/azul","32.9","Lexar","nan","nan","LEXAR USB-stick 32 GB (LJDC20M-32GBBEU)","34.99","nan","nan","nan"
"Toshiba Exceria Pro N401 SDHC kort 32 GB - Minneskort till kamera","299.0","nan","nan","nan","Toshiba Exceria Pro N401 SDHC kort 32 GB - Minneskort, USB-minne","299.0","nan","nan","nan"
"Toshiba 128GB SDXC 128GB SDXC UHS Class 3 memory card - memory cards (128 GB, SDXC, Class 3, 260 MB/s, 150 MB/s, UHS)","nan","nan","nan","nan","Toshiba EXCERIA PRO - carte mémoire flash - 128 Go - SDXC UHS-II","nan","nan","nan","nan"
"Mémoire 32GB JumpDrive C20m LEXAR Achat dans le rayon Clés USB USB 3.1","22.58","nan","nan","nan","Mémoire 32GB JumpDrive C20m LEXAR Achat dans le rayon Clés USB USB 3.1","21.05","nan","nan","nan"
"Lexar JumpDrive C20m 32GB micro-USB Flash Drive","19.28","nan","nan","nan","LEXAR USB-stick 32 GB (LJDC20M-32GBBEU)","34.99","nan","nan","nan"
"Lexar Platinum II 300x 8GB SDHC U1 Memory Card - LSD8GBBBEU300","7.95","nan","nan","nan","Lexar 8GB 300x Premium II SDHC Card","11.99","nan","nan","nan"
