,GBs,tokens,name
1493,{'128'},"['toshiba', 'exceria', 'pro', 'n401', '128', 'gb']","TOSHIBA EXCERIA PRO N401, 128 GB"
1494,{'8'},"['toshiba', 'u202', 'gb', 'usb', 'stick', 'usb', '2.0', 'aqua']",Toshiba TransMemory U202 8GB USB stick USB 2.0 aqua
1495,{'64'},"['sandisk', 'dual', 'style', 'otg', '64', 'gb', 'adaptor', 'usb']",SanDisk - Dual Style OTG 64GB Go Adaptor Go USB
1496,{'128'},"['toshiba', 'ultra', '128', 'gb', 'serie', 'gb', 'pro', 'class', 'usb3.0', 'type', 'uhs', 'ii', 'digital', '2.0', 'micro', 'usb']","toshiba ultra 128gb g-serie gb pro class usb3.0, type-a uhs-ii\n digital) 2.0 micro 1) usb a"
1497,"{'256', '16'}","['tarjeta', 'de', '256', 'gb', '16', 'gb', 'card', 'otg']",Tarjeta de Professional (256GB) 16GB - Card OTG
1498,{'4'},"['intenso', 'memory', 'stick', 'rainbow', 'line', 'usb', 'gb', 'blu']","Intenso INT-3502450 Memory Stick Rainbow Line USB, 4 GB, Blu"
1499,set(),"['microsdxc', 'microsdhc', '32', 'sandisk', '128', 'pendrive', 'de']",MicroSDXC microSDHC Componentes 32 Sandisk 128 Pendrive de
1500,{'32'},"['wysokiej', 'sdxc', '64', 'sd', 'class', '32', 'gb']","wysokiej sdxc 64 sd m class 32 gb,"
1501,{'16'},"['kingston', 'sda10', '16', 'gb', '16', 'gb', 'uhs', 'ultimate', 'flash', 'card']",Kingston Technology SDA10/16GB 16GB UHS-I Ultimate Flash Card
1502,{'64'},"['sandisk', 'tarjeta', '64', '64', 'gb', 'ultra', 'microsd', '40', 'mb', 'uhs-1', 'microsd', '260', '1409913', 'u3', 'karta', 'angelis', 'sdhc', 'lectura', '1382993']",SANDISK TARJETA 64 64GB ULTRA MICROSD 40MB/S UHS-1 MICROSD 260 (1409913) U3 KARTA ANGELIS SDHC LECTURA (1382993)
1503,"{'32', '16'}","['memoria', 'microsdxc', 'pro', 'reg', '32', 'gb', 'xqd', '16', 'gb', 'u3', 'class', '32', 'gb', '64']",memoria microsdxc pro&reg; 32gb xqd 16gb\n u3/class 32 gb 64
1504,{'128'},"['toshiba', 'scheda', 'di', 'memoria', 'sdxc', '128', 'gb', 'exceria', '90', 'mb', 'classe', '10', 'u3']","Toshiba Scheda di Memoria SDXC 128GB, Exceria, 90MB/s, Classe 10, U3"
1505,{'16'},"['kingston', 'usm64gqx', '32', 'uhs', 'canvas', 'micro', 'sdxc', 'usb', '16', 'gb', 'memoria', 'usb', '10']","KINGSTON USM64GQX 32 UHS-I Canvas micro-sdxc USB 16GB Memoria usb 10,"
1506,{'16'},"['kingston', 'carte', 'microsd', 'action', 'camera', 'uhs', 'u3', 'pour', 'gopro', 'drones', 'sdcac', '16go', 'avec', 'sd']",Kingston Carte MicroSD Action Camera UHS-I U3 pour GoPro & Drones - SDCAC/16Go avec Adaptateur SD
1507,{'16'},"['sandisk', 'memoire', 'microsdhc', 'usb', 'usb', '16', 'gb', 'otg', '10', 'uhs', 'ii', 'uhs', 'ii', 'u3', 'usb', 'classe']",SanDisk Mémoire microSDHC USB USB 16GB Professional OTG 10 UHS-II UHS-II U3 USB Classe
1508,{'10'},"['kingston', 'pami', 'ci', 'carte', '633x', '3.1', '10', 'gb', 'c10', 'version', 'free', 'ideale', 'carte', '2.0']","Kingston pami?ci carte - 633X 3.1 10 GB, - C10 Version) Frustration-Free Idéale Speicherkarte, carte 2.0"
1509,{'128'},"['lexar', 'jumpdrive', 'p20', '128', 'gb', 'pendrive', 'memoria', 'usb', 'en', 'fnac.es']",Lexar JumpDrive P20 128GB - Pendrive / Memoria USB en Fnac.es
1510,{'128'},"['pen', 'drive', 'toshiba', '128', 'gb', 'u202w', 'blanco']",Pen Drive TOSHIBA 128GB U202W Blanco
1511,set(),"['kingston', 'dt101g2', 'memoria', 'usb', 'portatile', '32768', 'mb']",Kingston DT101G2 Datatraveler Memoria USB portatile 32768 MB
1512,set(),"['microsdhc', 'uhs', 'memoria', 'gb', 'gb', 'drive', 'digital', 'ultra', 'black']","microsdhc - uhs-i + memoria gb, gb drive digital ultra black professional"
1513,set(),"['sandisk', 'cz48', '32', 'gb', 'usb', 'sdhc', 'ultra', '70mb', 'usb', 'uhs', 'c10', 'adaptador', 'bewegung', 'plata']",SanDisk - CZ48&nbsp;32&nbsp;GB Usb SDHC Speicherkarte Ultra 70Mb/s USB UHS-I C10 Adaptador Bewegung) Plata
1514,{'32'},"['sandisk', 'pami', 'ci', 'sdxc', 'ultra', 'extreme', 'sdhc', 'expert', '32', 'gb', 'rayon', '10']",SanDisk pami?ci SDXC Ultra Extreme SDHC Expert 32GB rayon 10
1515,{'16'},"['cle', '16', 'gb', '16', 'en', 'sim', 'uhs', 'lectura', 'small', 'pour']",CLÉ 16GB 8 16 - EN SIM UHS LECTURA SMALL - POUR
1516,{'64'},"['toshiba', 'exceria', 'pro', 'n401', '64', 'gb', 'sdxc', 'uhs', 'class', 'memory', 'card', 'memory', 'cards', '64', 'gb', 'sdxc', 'class', '95', 'mb', '75', 'mb', 'uhs']","Toshiba EXCERIA PRO - N401 64GB SDXC UHS-I Class 3 memory card - memory cards (64 GB, SDXC, Class 3, 95 MB/s, 75 MB/s, UHS-I)"
1517,{'16'},"['intenso', 'basic', 'line', 'usb', '2.0', '16', 'gb', 'usb', 'silber', 'schwarz']",Intenso Basic Line USB 2.0 (16GB) USB-Speicherstick silber/schwarz
1518,{'32'},"['lexar', 'v30', '32', 'gb', 'jumpdrive', 'usb', '2.0', 'flash', 'drive', 'memory', 'stick', 'green']",Lexar V30 32GB JumpDrive USB 2.0 Flash Drive Memory Stick - Green
1519,{'64'},"['shop', 'samsung', 'galaxy', 'a30', 'black', '64', 'gb', 'lte', 'online', 'egypt']",Shop Samsung Galaxy A30 Black 64GB 4G LTE online in Egypt
1520,{'64'},"['pami', 'micro', 'sdxc', 'class', 'extreme', '64', 'gb', 'noir', 'avec', 'lettura', 'sd', 'pami', 'ci']","PAMI?? MICRO SDXC CLASS EXTREME 64 GB, SPEICHERKARTE NOIR AVEC LETTURA SD PAMI?CI"
1521,"{'128', '64'}","['sandisk', 'sdc10g2', '64', 'gb', 'micro', '128', 'gb', 'extreme', 'r95', 'w90', '3.1', 'gb', 'sd', 'sdhc', 'series']","SANDISK SDC10G2/64GB MICRO (128GB) EXTREME R95/W90 3.1, ADAPTATEUR GB, - SD SDHC SERIES"
1522,{'64'},"['sony', '64', 'gb', 'extreme', 'usb', '275', 'mb', 'sec', 'class10', '2p', 'line', 'naranja']","Sony 64GB Extreme USB 275MB/Sec 4 Class10 2P Line Minneskort, naranja"
1523,set(),"['pami', 'ci', 'flash', '3.0', 'tarjeta', 'pendrive', '3.0', 'cl', 'uhs', 'ius', 'type', 'sandisk', 'con']",pami?ci flash 3.0 tarjeta pendrive go 3.0 cl / uhs-ius type sandisk con
1524,"{'128', '80', '256'}","['karta', '256', 'gb', '128', 'gb', 'data', '80', '10', 'u3', 'sdhc', 'sd', 'mb']","karta 256gb - 128gb data (80 go 10 u3 sdhc - sd mb/s,"
1525,{'32'},"['karta', 'extreme', 'select', 'serie', '128', 'reader', '32go', 'blauw', 'cameras']",Karta Extreme Select G-SERIE 128 - Reader 32GO Blauw - Cameras
1526,{'64'},"['kingston', 'dtig4', '64', 'gb', 'memoria', 'flash', 'usb', '3.0', '64', 'gb', 'bianco', 'viola']","Kingston DTIG4/64GB DataTraveler Memoria Flash, USB 3.0, 64 GB, Bianco/Viola"
1527,{'32'},"['sandisk', 'ultra', 'plus', 'sdhc', 'sdxc', '32', 'gb', '80', 'mb']",SANDISK Ultra Plus SDHC / SDXC Geheugenkaart 32 GB 80 MB/s
1528,{'32'},"['toshiba', 'exceria', 'pro', 'n101', '32', 'gb']","TOSHIBA EXCERIA PRO N101, 32 GB"
1529,{'128'},"['cle', 'usb', 'sandisk', 'glide', '128', 'gb', '3.0']",Clé USB Sandisk GLIDE 128 GB 3.0
1530,{'32'},"['sandisk', 'ultra', 'plus', 'class', '10', 'sd', 'memory', 'card', '32', 'gb']",SANDISK Ultra Plus Class 10 SD Memory Card - 32 GB
1531,"{'32', '16'}","['tesco', 'direct', '32', 'gb', 'uhs', 'uhs', 'photo', 'gb', 'memory', 'unita']","tesco direct: 32gb uhs uhs-i photo gb, memory unità lsdmi16gbbeu633a"
1532,set(),"['karta', 'pami', 'ci', 'sdhc', 'secure', 'digital', 'high', 'capacity', 'gwarantuj', 'minimaln', 'szybko', 'transferu', 'mb', 'tylko', 'urz', 'dzeniami', 'obs', 'uguj', 'cymi', 'standard', 'sdhc', 'obj', 'ta', 'wieczyst', 'gwarancj']","Karta pami?ci SDHC (Secure Digital High Capacity) gwarantuj?ca minimaln? szybko?? transferu 4 MB/s, kompatybilna tylko z urz?dzeniami obs?uguj?cymi standard SDHC. Obj?ta wieczyst? gwarancj?."
1533,"{'32', '1'}","['cle', 'kingston', 'blade', '32', 'gb', 'de', 'silber', '2.0', 'u3', '3.1', 'v30', 'blister', 'u3']",clé kingston blade 32gb de silber 2.0 u3 3.1 go v30 blister u3
1534,{'16'},"['lexar', 'pami', 'ci', 'dual', '16', 'gb', '16', 'flash', 'bis', 'karty', 'class', 'u3', 'silver', 'adapter', 'nuevo', 'mb']","LEXAR pami?ci DUAL 16GB 16 Flash bis Karty Class U3 Silver Adapter Nuevo MB/s,"
1535,{'32'},"['tarjeta', 'jumpdrive', 'usm64gr', '32go', 'u3', 'card', 'mb', 'micro', 'usb', 'dans', '226', 'memory']",Tarjeta JumpDrive USM64GR 32go U3 Card MB/S MICRO USB dans 226 Memory
1536,set(),"['sandisk', 'alu', 'premium', 'ush', 'ii', 'gb', 'usb', 'card', 'de', 'reader', 'karta', 'class']","SanDisk Alu Premium - USH-II GB, USB Card de Reader Karta Class"
1537,{'4'},"['sandisk', 'microsdhc', 'gb', 'class', 'inkl', 'microsd', 'zu', 'sd', 'adapter']",SanDisk microSDHC 4GB Class 4 Speicherkarte (inkl. microSD zu SD Adapter)
1538,{'64'},"['kingston', '64', 'gb', '95', 'mb', '64', 'gb', '64', 'gb', 'memoria', 'da', 'microsdxc', '98']",Kingston Professional 64GB 95MB/s 64GB 64GB memoria da microSDXC 98
1539,{'8'},"['pny', 'attache', 'gb', 'usb', '2.0', 'negro', 'unidad', 'flash', 'usb', 'pendrive', 'memoria', 'usb', 'infopavon', 'pny']",PNY Attaché 4 8GB USB 2.0 Negro unidad flash USB - Pendrive / Memoria USB Infopavon PNY
1540,set(),"['lexar', 'usb', 'flair', 'microsdxc', 'card', 'pro', 'memory', 'bei', '10', 'incluido', 'formatted', 'meta', 'u3']","LEXAR USB FLAIR MICROSDXC CARD - - SPEICHERKARTE PRO MEMORY BEI 10 INCLUIDO: FORMATTED <META U3,"
1541,set(),"['sony', 'extreme', 'sr16uxa', '128', 'carte', 'uhs', 'class', 'blanc', '3.0', 'v30', 'pink', '10', 'memoria', 'fnac.es']","Sony Extreme SR16UXA, 128 carte UHS-I Class Blanc 3.0, + V30 Pink 10, memoria Fnac.es"
1542,{'32'},"['adapter', 'sdhc', '32go', 'a2', 'photo', 'nero', 'toshiba', 'sim', 'carte', '10', 'nmarca', 'gb', '128', 'usm64gqx', 'tarjeta', 'con']",ADAPTER SDHC 32GO A2 PHOTO NERO TOSHIBA SIM CARTE 10 DATATRAVELER \NMARCA: GB 128 USM64GQX TARJETA) CON
1543,set(),"['sandisk', 'extreme', 'sr16uxa', 'micro', 'adaptador', 'card', 'adaptador', '94', 'de', 'usb', 'de']","SANDISK EXTREME SR16UXA, MICRO ADAPTADOR CARD ADAPTADOR SPEICHERKARTE 1 94 DE USB DE"
1544,{'128'},"['toshiba', 'exceria', 'pro', 'n401', 'sdxc', '128', 'gb', 'uhs', 'u3', 'bis', 'zu', '95', 'mb', 'sek', 'lesen']",Toshiba Exceria Pro N401 SDXC 128GB UHS-I U3 Speicherkarte (bis zu 95MB/Sek. lesen)
1545,set(),"['pro', 'usb', 'sony', 'gb', 'extreme', 'gb', 'micro', 'memory', 'flash']","PRO USB SONY GB EXTREME GB, MICRO ZAPROJEKTOWANA MEMORY FLASH"
1546,set(),"['sony', 'sr-8a4']",Sony SR-8A4
1547,set(),"['sandisk', 'usb', 'uhs', 'ii', '64', 'cl10', 'ext', 'le', 'rayon']",sandisk usb technology uhs-ii 64 cl10 lsd32gcb1eu633 3 - - ext le - kostenloser + rayon
1548,{'4'},"['sandisk', 'carte', 'memoire', 'microsdhc']",Sandisk Carte mémoire microSDHC - 4 Go
1549,{'32'},"['sandisk', 'sdca3', '32gbsp', 'pro', 'series', 'class', 'sd', 'classe', '128', '3.0', 'read', 'sous']",Sandisk SDCA3/32GBSP PRO series Class SD Classe 128 - 3.0 Read Sous
1550,{'32'},"['cle', 'usb', 'sandisk', 'glide', '32', 'gb', '3.0', '4194527']",Clé USB Sandisk GLIDE 32 GB 3.0 (4194527)
1551,{'32'},"['sandisk', '2.0', 'gb', 'sdxc', '32', 'gb', 'gb', 'dans', '10', 'sd']","sandisk 2.0, gb sdxc 32gb + gb dans 10, sd"
1552,{'32'},"['lexar', 'jumpdrive', 'c20', 'micro', 'usb', 'flash', 'laufwerk', '32', 'gb']",Lexar LJDC20m-32GBBEUK JumpDrive C20m micro-USB-Flash-Laufwerk 32GB
1553,{'10'},"['karta', 'pro', 'series', 'hc', 'sony', '128', '3.0', '10', 'gb', 'memory', 'class']",Karta Pro X-Series HC SONY 128 3.0 10 GB memory Class Go
1554,{'64'},"['toshiba', 'sdhc', 'exceria', 'pro', '64', 'gb', 'silber']","Toshiba SDHC EXCERIA PRO 64GB, silber"
1555,{'16'},"['kingston', '101', 'gen2', '16', 'gb', 'czarny']",Kingston DataTraveler 101 Gen2 16GB (czarny)
1556,{'32'},"['lexar', 'extreme', 'memoria', 'uhs', 'usb', '32', 'gb', 'clase', 'grade', 'schwarz', 'preis', 'classe', '3.0']",LEXAR Extreme Memoria UHS-I USB 32GB Clase Grade schwarz Preis Classe 3.0
1557,{'128'},"['lexar', 'jumpdrive', 'c20', 'unita', 'flash', 'microusb', '128', 'gb']","Lexar JumpDrive C20m Unità Flash MicroUSB, 128 GB"
1558,{'64'},"['pami', 'cruzer', '64', 'gb', 'micro', 'card', 'extreme', 'class', 'v30', 'series', 'memory', ""jusqu'a"", 'fino', 'sdcz48', '10', 'sdhc']","PAMI?? CRUZER 64GB MICRO CARD EXTREME CLASS V30 - X-SERIES MEMORY JUSQU'À FINO [SDCZ48 10 SDHC,"
1559,{'4'},"['memoria', 'usb', 'sony', 'micro', 'vault', 'style', 'gb', 'color', 'rosa', 'pendrive', 'en', 'fnac.es']",Memoria USB Sony Micro Vault Style 4 GB color rosa Pendrive en Fnac.es
1560,{'64'},"['kingston', 'sdhc', 'flair', 'micro', '64', 'gb', 'adap', 'gb', '3.0', 'card', '10']",KINGSTON SDHC FLAIR TECHNOLOGY MICRO 64GB+ADAP GB 3.0 CARD - 10
1561,set(),"['sony', 'ultra', 'ultra', '90', 'mb', 'sec', 'card', '100', 'mb', '10', '150']","Sony Ultra Ultra - 90MB/SEC Card, - 100MB/s 10 150"
1562,{'16'},"['tarjeta', 'de', 'memoria', 'sd', 'sony', '16', 'gb']",Tarjeta de Memoria SD  SONY 16GB EXPERIENCE
1563,set(),"['memoria', 'microsdhc', 'ultra', 'uhs', 'gb', 'gb', 'drive', 'digital', 'black']","Memoria - microSDHC Ultra UHS-I GB, GB Drive digital + Black Professional"
1564,{'64'},"['tarjeta', 'ultra', 'gb', 'msd', 'g4', 'usb', 'mo', 'classe']",\nTARJETA LJDC20m-64GBBEUK Ultra GB MSD G4 USB Mo/S classe
1565,set(),"['lexar', 'extreme', 'reg', 'pro', 'memory', 'class', 'u1', 'class', 'classe', 'versand']","LEXAR EXTREME&REG;, PRO DATATRAVELER MEMORY - CLASS U1 CLASS CLASSE - VERSAND"
1566,{'128'},"['toshiba', 'thn', 'exceria', 'm302', 'ea', 'flash', 'memory', 'card', 'microsdxc', 'sd', 'adapter', 'included', '128', 'gb', 'uhs', 'class', 'class10', 'microsdxc', 'uhs']",Toshiba THN-M302R1280EA - EXCERIA M302-EA - Flash memory card (microSDXC to SD adapter included) - 128 GB - UHS Class 3 / Class10 - microSDXC UHS-I
1567,{'64'},"['toshiba', 'exceria', 'pro', 'carte', 'memoire', 'flash', '64', 'sdxc', 'uhs', 'ii']",Toshiba EXCERIA PRO - carte mémoire flash - 64 Go - SDXC UHS-II
1568,"{'128', '8', '32'}","['sandisk', '128', 'gb', 'pro', 'ux', 'gb', '32', 'gb', '90', 'mb', 'zu', 'uhs-1', 'unita', 'memoria', 'dans', 'u3', 'u3']","Sandisk 128GB Pro UX 8GB 32GB 90MB/s zu UHS-1 unità 1) memoria and dans to U3 U3,"
1569,"{'128', '32'}","['kingston', 'extreme', 'select', '128', 'gb', '32', 'gb', 'flash', 'de', 'w350', 'class', 'argento', 'gb', '32', 'gb', 'memory']",Kingston Extreme Select 128GB 32GB Flash de W350 Class Argento GB 32GB memory
1570,set(),"['karta', 'sdhc', 'sandisk', 'gb', '3.1', '256', '2.0', 'lecteur', 'fnac.es', '80', '3.0', 'card', 'clase', 'classe']",Karta SDHC 4 Sandisk GB 3.1 256 G 2.0 lecteur Fnac.es 80 1) 3.0 Card Clase Classe
1571,{'128'},"['pam', 'ova', 'karta', 'samsung', 'micro', 'sdxc', 'pro', '128', 'gb', 'uhs', 'u3', '95r', '90w', 'adapter']",Pam??ová karta Samsung Micro SDXC PRO+ 128GB UHS-I U3 (95R/90W) + adapter
1572,{'8'},"['tesco', 'direct', 'sandisk', 'cruzer', 'usb', '2.0', 'flash', 'drive', 'gb', 'pink']",Tesco direct: SanDisk Cruzer U USB 2.0 Flash Drive 8GB - Pink
1573,set(),"['cle', 'usb', 'lexar', 'cl', 'eacute', 'usb', 'lexar', 'jumpdrive', 'v30']",Clé USB Lexar Cl&amp;eacute; usb lexar jumpdrive v30 (MK362822542)
1574,{'32'},"['cle', 'usb', 'lexar', 'p20', 'usb', '3.0', '32', '4187369']",Clé USB Lexar P20 USB 3.0 32 GO (4187369)
1575,{'32'},"['sony', 'de', 'extreme', 'micro', 'canvas', '32go', 'microsdxc', 'karty', 'games', '350', 'sd', 'uhs']",Sony de Extreme Micro Canvas 32Go microSDXC Karty + Games (350 SD UHS-I\n
1576,set(),"['sony', 'sddd2', '032g', 'g46', 'line', 'uhs', 'microsdhc', '32', '10', '95', 'mb', '3.0', 'sd', 'high', 'duo']",Sony SDDD2-032G-G46 Line UHS microSDHC 32 10 95MB/s 3.0 sd High Duo
1577,set(),"['sandisk', 'microsdxc', 'digital', 'memoria', '48', 'mb', '16', 'zu', 'w299', 'ab', 'le', 'gb', 'argent', 'adapter', 'nero']",SanDisk microSDXC Digital Memoria - 48MB/S 16 zu W299 ab le GB Argent Adapter Nero
1578,set(),"['sony', 'usm32gr']",Sony USM32GR
1579,{'64'},"['toshiba', 'exceria', 'carte', 'memoire', 'flash', '64', 'microsdxc', 'uhs']",Toshiba EXCERIA - carte mémoire flash - 64 Go - microSDXC UHS-I
1580,{'16'},"['memoria', 'toshiba', 'exceria', 'microsdxc', 'clase', '10', 'uhs', 'class', '16', 'gb']",Memoria Toshiba Exceria microSDXC Clase 10 UHS-I Class 3 16GB
1581,{'32'},"['achat', 'extreme', '50', 'sd', 'kort', '32', 'gb', 'verde', 'sandisk', '10', '94', 'mb', 'con', 'dorado', 'mbs']",ACHAT EXTREME 50 SD-KORT 32GB&NBSP;VERDE SANDISK - 10 94MB/S + CON DORADO: MBS
1582,{'16'},"['sandisk', 'dual', 'drive', 'usb', '3.0', 'type', 'pendrive', '16', 'gb', '173336', 'sdddc2', '016g', 'g46']",SANDISK Dual Drive USB 3.0/Type-C pendrive 16GB (173336) (SDDDC2-016G-G46)
1583,{'32'},"['sandisk', 'usb', 'sdxc', 'extreme', 'c20', '32', 'gb', '32go', '260', 'mb', 'usb', 'ljds70', '16gabeu', 'adapter', 'zdj', 'sd', 'u3', '10', 'micro']","SanDisk USB SDXC Extreme(R) C20m 32GB 32go 260MB/s USB LJDS70-16GABEU Adapter zdj?? SD U3 10, Micro 4K"
1584,{'16'},"['direct', 'micro', '16', 'gb', '633x', 'sdxc', 'gb', 'gb', 'mb', 'rojo', 'niki', 'le']","MINNESKORT DIRECT: MICRO 16GB 633X SDXC GB\N GB, MB/S ROJO 1) NO?NIKI LE"
1585,{'16'},"['sdhc', 'usb', '128', 'carte', '16', 'gb', ""jusqu'a"", 'usb', 'stick', 'zwart', 'sdhc', 'kingston', 'sd']",sdhc - usb 128 carte 16gb jusqu'à usb-stick zwart sdhc kingston sd
1586,{'128'},"['sandisk', 'ultra', 'class', '10', 'microsd', 'memory', 'card', '128', 'gb']",SANDISK Ultra Performance Class 10 microSD Memory Card - 128 GB
1587,{'16'},"['tesco', 'direct', 'toshiba', 'thn', '16', 'gb', 'microsd', 'nand', 'class', '10', 'memory', 'card']",Tesco direct: Toshiba THN-M401S0160E2 16GB MicroSD NAND Class 10 memory card
1588,{'128'},"['karta', 'pami', 'ci', 'samsung', '128', 'gb', 'microsdxc', 'pro', 'mb']",Karta pami?ci SAMSUNG 128GB microSDXC Pro+ MB
1589,"{'128', '64'}","['sony', 'sdcs', '128', 'gb', 'micro', 'usb', '3.0', 'uhs', '95', 'mb', 'usb', '16', 'u1', 'hasta', 'online', 'ffp']",Sony SDCS/128GB Micro USB 3.0 UHS-I 95MB USB 16 U1 LSDMI64GBBEU633A hasta online FFP
1590,set(),"['sony', 'memoire', 'pro', 'serie', 'dt50', 'microsdhc', '32', 'blauw', 'drive', 'te', 'ka', '90', 'mb', 'sek', 'extreme']",SONY mémoire Pro G-SERIE DT50 microSDHC 32 blauw\n Drive do ?te?ka 90MB/Sek. Extreme
1591,{'32'},"['shop', 'samsung', 'galaxy', 'a10', 'dual', 'sim', 'red', '32', 'gb', 'lte', 'online', 'egypt']",Shop Samsung Galaxy A10 Dual SIM Red 32GB 4G LTE online in Egypt
1592,"{'128', '8', '16'}","['intenso', 'micro', '128', 'gb', '16', 'gb', 'gb', 'classe', 'black', '3.0', 'mb', 'usb', 'con', 'white', '80', 'solo', 'bei']","INTENSO MICRO 128GB 16GB 8 GB CLASSE BLACK 3.0 MB/S, USB CON WHITE 80 SOLO BEI"
1593,set(),"['sandisk', 'extreme', 'ultra', 'sd', 'sdxc', 'canvas', 'class', 'uhs', 'flash', 'wex']",SANDISK EXTREME ULTRA SD SDXC CANVAS CLASS UHS - FLASH WEX
1594,"{'32', '0', '256'}","['tesco', 'pami', 'ci', 'microsd', '256', 'gb', 'gb', '32go', 'schwarz', 'microsdhc', '3.0', 'gb', 'sony', 'sf', 'm64', 'schwarz']","Tesco pami?ci MicroSD Speicherkarte, 256GB GB 32Go Schwarz - microSDHC 3.0 GB,Sony,SF-M64/T Schwarz +"
1595,{'16'},"['karta', 'sandisk', 'microsdhc', '16', 'gb', 'extreme', 'pro', '95', 'mb', 'karty', 'pami', 'ci']","Karta SANDISK microSDHC 16GB Extreme Pro 95 MB/s, Karty pami?ci"
1596,set(),"['sandisk', 'usm16we3', 'mb', 'memoire', 'edge', 'jumpdrive', 'memorie', 'type', 'usb', 'meta', 'rescue', 'angelis', 'lecteurs', 'micro']","SANDISK USM16WE3, MB/S MÉMOIRE EDGE JUMPDRIVE MEMORIE,SAMSUNGMEMORIE - TYPE-A PROFESSIONAL USB />\N<META RESCUE ANGELIS LECTEURS MICRO /"
1597,{'4'},"['cle', 'usb', 'intenso', 'cl', 'eacute', 'usb', 'gb', 'intenso', 'rainbow', 'line', 'sous', 'blister']",Clé USB Intenso Cl&amp;eacute; USB 4GB INTENSO Rainbow Line - Sous Blister (MK483972804)
1598,set(),"['samsung', 'ultra', 'amazon', 'pro', '299', 'digital', '10']",Samsung - Ultra Amazon PRO 299 - digital) 10
1599,{'32'},"['toshiba', '32', 'gb', 'exceria', 'pro', '32', 'gb', 'sdhc', 'uhs', 'clase', 'memoria', 'flash', 'tarjeta', 'de', 'memoria', '32', 'gb', 'sdhc', 'clase', '260', 'mb', '240', 'mb', 'uhs']","Toshiba 32 GB Exceria PRO 32GB SDHC UHS Clase 3 memoria flash - Tarjeta de memoria (32 GB, SDHC, Clase 3, 260 MB/s, 240 MB/s, UHS)"
1600,{'32'},"['tesco', 'usmsa3', 'edge', 'usb', 'class', 'uhs', 'einfangen', '32go', 'uhs', '10', '95', 'clase']",TESCO USMSA3 EDGE DATATRAVELER USB CLASS UHS EINFANGEN 32GO UHS-I 10 95 CLASE -
1601,"{'128', '4'}","['samsung', 'galaxy', 'a7', '2018', 'dual', 'sim', '128', 'gb', 'gb', 'ram', 'lte', 'gold']","Samsung Galaxy A7 2018 Dual SIM - 128GB, 4GB RAM, 4G LTE, Gold"
1602,{'64'},"['toshiba', 'exceria', 'pro', 'n101', '64', 'gb', 'sd', 'memory', 'card', '260', 'mb', 'hd', 'thn']",Toshiba Exceria Pro N101 64GB SD Memory Card 260 MB/s 4K HD - THN-N101K0640E6
1603,{'16'},"['sandisk', 'extreme', 'sd', '16', 'usb', '3.0', '128', '10', '95', 'mb', '64', '16go', 'online']",SanDisk Extreme SD 16 USB 3.0 128 10 95MB/s 64 16GO online
1604,{'16'},"['memoria', 'usb', 'lexar', 'jumpdrive', 's70', '16', 'gb', 'pendrive', 'en', 'fnac.es']",Memoria USB Lexar JumpDrive S70 16GB Pendrive en Fnac.es
1605,{'64'},"['cle', 'sdcz60', '032g', 'b35', 'ultra', '64go', '633x', 'ultra', 'micro', 'achat', '64']",clé sdcz60-032g-b35 ultra 64go 633x ultra micro achat 64
1606,{'8'},"['pny', 'attache', 'usb', 'gb']",PNY Attaché 4 - USB-flashstation - 8 GB\n
1607,set(),"['kingston', 'memoire', 'uhs', 'pro', 'extreme', 'microsdhc', 'flash', 'bianco', 'adapter']",Kingston Mémoire UHS-I Pro Extreme MicroSDHC Flash Bianco Adapter flashgeheugen Accesorios
1608,set(),"['sony', 'sd', 'glide', 'sdhc', 'gb', 'u3', 'card', 'en', 'silver', 'dans', 'uhs-1']",Sony SD Glide Professional SDHC GB U3 Card - en Silver dans UHS-1
1609,set(),"['sandisk', 'gb', 'secure', 'digital', 'high', 'capacity', 'sdhc', 'class', 'sandisk']","SanDisk 8&nbsp;GB Secure Digital High Capacity (SDHC)&nbsp;-&nbsp;Class 4,SanDisk,SDIDSDB008GA46"
1610,set(),"['sony', 'ultra', '16', 'sdhc', 'pro', '32', '16', 'sdhc', 'clase', 'lecteur', 'rayon', 'memory', 'sdxc', 'read']","Sony Ultra 16 SDHC PRO 32 16 SDHC - clase LECTEUR rayon 2 Memory SDXC, (Read y"
1611,{'32'},"['toshiba', 'exceria', 'pro', 'n401', 'sdhc', '32', 'gb', 'uhs', 'u3', 'bis', 'zu', '95', 'mb', 'sek', 'lesen', 'toshiba', 'thn']","Toshiba Exceria Pro N401 SDHC 32GB UHS-I U3 Speicherkarte (bis zu 95MB/Sek. lesen),Toshiba,THN-N401S0320E4"
1612,set(),"['kingston', 'g4a', 'usb', 'n1', '128', '300', 'mb', '10', '128', 'negro', 'microsdxc']",Kingston SDSDQUAN-032G-G4A Usb N1 128 300MB/s 10) 128 negro (microSDXC
1613,{'16'},"['sandisk', 'ultra', 'plus', 'class', '10', 'sdhc', 'memory', 'card', '16', 'gb']",SANDISK Ultra Plus Class 10 SDHC Memory Card - 16 GB
1614,{'64'},"['tarjeta', 'sdxc', '128', '64', 'gb', 'sdhc', 'sdxc', 'uhs', 'class', 'bis', 'color']",Tarjeta SDXC 128 64GB SDHC SDXC UHS-I Class bis color
