,id,name,price,brand,description,category,NER,NER_TEXT,NER_TEXT_REV,NER_TEXT_MID
1709,645947,MEMORIA HX 16 SUPERSPEED 64GB STYLE - CLASSE UHS-II 2.0,38.99,,,,"['classe', 'gb', 'hx', 'ii', 'memoria', 'style', 'superspeed', 'uhs']",classe gb hx ii memoria style superspeed uhs,uhs superspeed style memoria ii hx gb classe,ii memoria
1710,645952,74.18 CLE Sony GLIDE - 32 Typ MB-MC128D/EU PREMIUM GB class till (130 de allant 10,3480.0,Sony,,,"['allant', 'class', 'cle', 'de', 'eu', 'gb', 'glide', 'mb', 'mc128d', 'premium', 'sony', 'till', 'typ']",allant class cle de eu gb glide mb mc128d premium sony till typ,typ till sony premium mc128d mb glide gb eu de cle class allant,eu gb glide mb
1711,891716,Sony microSDXC UHS-1 U3 128GB memóriakártya + adapter (SRG1UXA),59990.0,,,,"['adapter', 'gb', 'memóriakártya', 'microsdxc', 'sony', 'srg1uxa', 'u3', 'uhs-1']",adapter gb memóriakártya microsdxc sony srg1uxa u3 uhs-1,uhs-1 u3 srg1uxa sony microsdxc memóriakártya gb adapter,microsdxc sony
1712,514890,"SANDISK Adattatore photos 10 440 flash Rainbow Version) SDXC D90, memory 64GB Fit Média Rescue Blade lecteur",12.99,SANDISK,,,"['adattatore', 'blade', 'd90', 'fit', 'flash', 'gb', 'lecteur', 'memory', 'média', 'photos', 'rainbow', 'rescue', 'sandisk', 'sdxc', 'version']",adattatore blade d90 fit flash gb lecteur memory média photos rainbow rescue sandisk sdxc version,version sdxc sandisk rescue rainbow photos média memory lecteur gb flash fit d90 blade adattatore,flash gb lecteur memory média photos
1713,367442,Clé - Ultra HC Sdhc 48MB 10 Smartphone Pami?ci,46.63,,,,"['clé', 'hc', 'mb', 'pami?ci', 'sdhc', 'smartphone', 'ultra']",clé hc mb pami?ci sdhc smartphone ultra,ultra smartphone sdhc pami?ci mb hc clé,mb pami?ci
1714,490323,"sony micro 16 class 3.0, uhs portatile,sandisk,ljds70-32gasbeu 8gb - grün negro",29.99,Sony,,,"['class', 'gb', 'grün', 'ljds70', 'micro', 'negro', 'portatile', 'sandisk', 'sony', 'uhs']",class gb grün ljds70 micro negro portatile sandisk sony uhs,uhs sony sandisk portatile negro micro ljds70 grün gb class,ljds70 micro negro portatile
1715,760668,samsung sdsdb-016g-b35 64gb card blade card der - uhs media - &quot;déballer,258.99,Samsung,,,"['b35', 'blade', 'card', 'der', 'gb', 'media', 'quot;déballer', 'samsung', 'sdsdb-016g', 'uhs']",b35 blade card der gb media quot;déballer samsung sdsdb-016g uhs,uhs sdsdb-016g samsung quot;déballer media gb der card blade b35,der gb media quot;déballer
1716,392031,sony jumpdrive -argent ultra card (64gb) uhs-i 150 48mb/s sdxc type-a usb 16gb,43.99,SONY,,,"['card', 'gb', 'jumpdrive', 's', 'sdxc', 'sony', 'type', 'uhs', 'ultra', 'usb']",card gb jumpdrive s sdxc sony type uhs ultra usb,usb ultra uhs type sony sdxc s jumpdrive gb card,s sdxc sony type
1717,564072,SONY CLE USB 2.0 SERIE GM 64GB STYLISH BLANCHE,63.9,,,,"['blanche', 'cle', 'gb', 'gm', 'serie', 'sony', 'stylish', 'usb']",blanche cle gb gm serie sony stylish usb,usb stylish sony serie gm gb cle blanche,gm serie
1718,514924,"Sandisk M Micro 4 128GB, 128 de Adapter V30 (bis de Class",109.0,Sandisk,,,"['adapter', 'bis', 'class', 'de', 'gb', 'm', 'micro', 'sandisk', 'v30']",adapter bis class de gb m micro sandisk v30,v30 sandisk micro m gb de class bis adapter,de gb
1719,752497,"Toshiba EXCERIA N302 N302 SDXC 128GB 128GB SDXC UHS-I Clase 10 memoria flash - Tarjeta de memoria (128 GB, SDXC, Clase 10, 90 MB/s, UHS-I, 24 mm)",45.31,,,,"['clase', 'de', 'exceria', 'flash', 'gb', 'mb', 'memoria', 'mm', 'n302', 's', 'sdxc', 'tarjeta', 'toshiba', 'uhs']",clase de exceria flash gb mb memoria mm n302 s sdxc tarjeta toshiba uhs,uhs toshiba tarjeta sdxc s n302 mm memoria mb gb flash exceria de clase,mb memoria mm n302
1720,310139,"Karta pami?ci SDHC (Secure Digital High Capacity) gwarantuj?ca minimaln? szybko?? transferu 4 MB/s, kompatybilna tylko z urz?dzeniami obs?uguj?cymi standard SDHC. Obj?ta wieczyst? gwarancj?.",,,,,"['capacity', 'digital', 'gwarancj', 'gwarantuj?ca', 'high', 'karta', 'kompatybilna', 'mb', 'minimaln', 'obj?ta', 'obs?uguj?cymi', 'pami?ci', 's', 'sdhc', 'secure', 'standard', 'szybko', 'transferu', 'tylko', 'urz?dzeniami', 'wieczyst', 'z']",capacity digital gwarancj gwarantuj?ca high karta kompatybilna mb minimaln obj?ta obs?uguj?cymi pami?ci s sdhc secure standard szybko transferu tylko urz?dzeniami wieczyst z,z wieczyst urz?dzeniami tylko transferu szybko standard secure sdhc s pami?ci obs?uguj?cymi obj?ta minimaln mb kompatybilna karta high gwarantuj?ca gwarancj digital capacity,mb minimaln obj?ta obs?uguj?cymi pami?ci s sdhc secure
1721,949118,series 64 + di sandisk 32gb ac type-a class &quot;flair&quot; montres sdhc\n,1098.99,SanDisk,,,"['ac', 'class', 'di', 'gb', 'montres', 'quot;flair&quot', 'sandisk', 'sdhc\\n', 'series', 'type']",ac class di gb montres quot;flair&quot sandisk sdhc\n series type,type series sdhc\n sandisk quot;flair&quot montres gb di class ac,gb montres quot;flair&quot sandisk
1722,1088383,"Toshiba SDXC G-SERIE - MicroSDHC GB GB anthrazit,Intenso,3521491 le Black Connectique",30.99,Toshiba,,,"['anthrazit', 'black', 'connectique', 'g', 'gb', 'intenso,3521491', 'le', 'microsdhc', 'sdxc', 'serie', 'toshiba']","anthrazit black connectique g gb intenso,3521491 le microsdhc sdxc serie toshiba","toshiba serie sdxc microsdhc le intenso,3521491 gb g connectique black anthrazit","g gb intenso,3521491 le"
1723,310150,"Kingston DataTraveler DT101G2 32 GB USB-Stick USB 2.0 lila [Amazon Frustfreie Verpackung],Kingston,DT101G2/32GB",23.25,,,,"['amazon', 'datatraveler', 'dt101g2', 'dt101g2/32', 'frustfreie', 'gb', 'kingston', 'lila', 'stick', 'usb', 'verpackung],kingston']","amazon datatraveler dt101g2 dt101g2/32 frustfreie gb kingston lila stick usb verpackung],kingston","verpackung],kingston usb stick lila kingston gb frustfreie dt101g2/32 dt101g2 datatraveler amazon",dt101g2/32 frustfreie gb kingston
1724,842630,"SanDisk Extreme PRO microSDHC Minneskort 16 GB - Minneskort, USB-minne",379.0,,,,"['extreme', 'gb', 'microsdhc', 'minne', 'minneskort', 'pro', 'sandisk', 'usb']",extreme gb microsdhc minne minneskort pro sandisk usb,usb sandisk pro minneskort minne microsdhc gb extreme,minne minneskort
1725,31629,PNY mémoire Pro 256GB 3.1 memoria - (Tablet Speed (Purple),20.28,PNY,,,"['gb', 'memoria', 'mémoire', 'pny', 'pro', 'purple', 'speed', 'tablet']",gb memoria mémoire pny pro purple speed tablet,tablet speed purple pro pny mémoire memoria gb,pny pro
1726,940949,Pendrive 16gb Usb2.0 Intenso Basic Line Negro,6.1,intenso,,,"['basic', 'gb', 'intenso', 'line', 'negro', 'pendrive', 'usb2.0']",basic gb intenso line negro pendrive usb2.0,usb2.0 pendrive negro line intenso gb basic,intenso line
1727,97174,Lexar USM-CA Flash UHS GLIDE 32 UHS-II GB Drive SDHC,27.99,Lexar,,,"['drive', 'flash', 'gb', 'glide', 'ii', 'lexar', 'sdhc', 'uhs', 'usm']",drive flash gb glide ii lexar sdhc uhs usm,usm uhs sdhc lexar ii glide gb flash drive,glide ii
1728,1063832,CLÉ CRUZER PRO CARD FLASH GB 16GO AVEC 10,38.99,,,,"['avec', 'card', 'clé', 'cruzer', 'flash', 'gb', 'pro']",avec card clé cruzer flash gb pro,pro gb flash cruzer clé card avec,clé cruzer
1729,719768,"SanDisk LSDMI16GBB1EU300A 128GB 32GB DataTraveler Speicherkarte, Class GB",150.0,SanDisk,,,"['class', 'datatraveler', 'gb', 'lsdmi16gbb1eu300a', 'sandisk', 'speicherkarte']",class datatraveler gb lsdmi16gbb1eu300a sandisk speicherkarte,speicherkarte sandisk lsdmi16gbb1eu300a gb datatraveler class,gb lsdmi16gbb1eu300a
1730,1039258,Sandisk THN-N101K0160E6 memoria Micro GB Data 3.0 UHS-I 10 U3 Noir 1) flash,,Sandisk,,,"['data', 'flash', 'gb', 'memoria', 'micro', 'n101k0160e6', 'noir', 'sandisk', 'thn', 'u3', 'uhs']",data flash gb memoria micro n101k0160e6 noir sandisk thn u3 uhs,uhs u3 thn sandisk noir n101k0160e6 micro memoria gb flash data,memoria micro n101k0160e6 noir
1731,1072027,"intenso usb 64gb microsdhc 16gb 50 (139790) blu 32 mo/s, vitesse micro-usb hasta a2 usb mo/s,",174.99,INTENSO,,,"['a2', 'blu', 'gb', 'hasta', 'intenso', 'micro', 'microsdhc', 'mo', 's', 'usb', 'vitesse']",a2 blu gb hasta intenso micro microsdhc mo s usb vitesse,vitesse usb s mo microsdhc micro intenso hasta gb blu a2,hasta intenso micro microsdhc
1732,695203,Tarjeta 16GB Intenso Extreme de 32 Memory body micro U3,130.95,Intenso,,Startseite,"['body', 'de', 'extreme', 'gb', 'intenso', 'memory', 'micro', 'tarjeta', 'u3']",body de extreme gb intenso memory micro tarjeta u3,u3 tarjeta micro memory intenso gb extreme de body,gb intenso
1733,760743,"Sony - Pro 256GB 32 32 Vitesse 10 UHS up 256 10 Reader MB/s, UHS-I",79.99,Sony,,,"['gb', 'mb', 'pro', 'reader', 's', 'sony', 'uhs', 'vitesse']",gb mb pro reader s sony uhs vitesse,vitesse uhs sony s reader pro mb gb,reader s
1734,170925,"Karta pami?ci SDHC (Secure Digital High Capacity) gwarantuj?ca minimaln? szybko?? transferu 4 MB/s, kompatybilna tylko z urz?dzeniami obs?uguj?cymi standard SDHC. Obj?ta wieczyst? gwarancj?.",,,,,"['capacity', 'digital', 'gwarancj', 'gwarantuj?ca', 'high', 'karta', 'kompatybilna', 'mb', 'minimaln', 'obj?ta', 'obs?uguj?cymi', 'pami?ci', 's', 'sdhc', 'secure', 'standard', 'szybko', 'transferu', 'tylko', 'urz?dzeniami', 'wieczyst', 'z']",capacity digital gwarancj gwarantuj?ca high karta kompatybilna mb minimaln obj?ta obs?uguj?cymi pami?ci s sdhc secure standard szybko transferu tylko urz?dzeniami wieczyst z,z wieczyst urz?dzeniami tylko transferu szybko standard secure sdhc s pami?ci obs?uguj?cymi obj?ta minimaln mb kompatybilna karta high gwarantuj?ca gwarancj digital capacity,mb minimaln obj?ta obs?uguj?cymi pami?ci s sdhc secure
1735,269230,Memoria SDHC Sony 16GB Class 4,14.99,,,,"['class', 'gb', 'memoria', 'sdhc', 'sony']",class gb memoria sdhc sony,sony sdhc memoria gb class,gb memoria
1736,940978,"Minneskort direct: Kingston micro 16GB 633x SDXC GB\n GB, MB/s rojo 1) No?niki le",12.9,Kingston,,,"['direct', 'gb', 'gb\\n', 'kingston', 'le', 'mb', 'micro', 'minneskort', 'no?niki', 'rojo', 's', 'sdxc']",direct gb gb\n kingston le mb micro minneskort no?niki rojo s sdxc,sdxc s rojo no?niki minneskort micro mb le kingston gb\n gb direct,le mb micro minneskort
1737,408502,"Memoria Lexar 633x Extreme 32GB+SD U3 USB-Stick, - 16 U3 mo/s +",42.99,Lexar,,,"['extreme', 'lexar', 'memoria', 'mo', 's', 'stick', 'u3', 'usb']",extreme lexar memoria mo s stick u3 usb,usb u3 stick s mo memoria lexar extreme,mo s
1738,187319,SANDISK Ultra Performance Class 10 microSD Memory Card - 32 GB,29.99,,,,"['card', 'class', 'gb', 'memory', 'microsd', 'performance', 'sandisk', 'ultra']",card class gb memory microsd performance sandisk ultra,ultra sandisk performance microsd memory gb class card,memory microsd
1739,883644,Sony USB-Stick 4GB 2.0 USM Midi Model (USM4GR) bei,8.99,,,,"['bei', 'gb', 'midi', 'model', 'sony', 'stick', 'usb', 'usm', 'usm4gr']",bei gb midi model sony stick usb usm usm4gr,usm4gr usm usb stick sony model midi gb bei,model sony
1740,1104830,"datatraveler - 3.0 sandisk secure pendrive usb achat sd card fnac.es extreme sd, kostenloser 29€. rayon",267.99,SanDisk,,,"['achat', 'card', 'datatraveler', 'extreme', 'fnac.es', 'kostenloser', 'pendrive', 'rayon', 'sandisk', 'sd', 'secure', 'usb']",achat card datatraveler extreme fnac.es kostenloser pendrive rayon sandisk sd secure usb,usb secure sd sandisk rayon pendrive kostenloser fnac.es extreme datatraveler card achat,fnac.es kostenloser pendrive rayon
1741,179139,Sony USB Clé Imaging USB-flashstation FLAIR UHS jusqu'à 128 (LSD32GCRBEU2000R) - Class 100 de 80MB/s (MK401227560) rayon,24.52,Sony,,,"['class', 'clé', 'de', 'flair', 'flashstation', 'imaging', ""jusqu'à"", 'lsd32gcrbeu2000r', 'mk401227560', 'rayon', 's', 'sony', 'uhs', 'usb']",class clé de flair flashstation imaging jusqu'à lsd32gcrbeu2000r mk401227560 rayon s sony uhs usb,usb uhs sony s rayon mk401227560 lsd32gcrbeu2000r jusqu'à imaging flashstation flair de clé class,imaging jusqu'à lsd32gcrbeu2000r mk401227560
1742,637892,"Samsung Klasse (MK1531637573) 32 (LSDMI128BBEU633A) UHS 95 w Ultra SDSDB-016G-Z35 Ultra Rouge flash AB GO MB/sec,",25.99,Samsung,,,"['ab', 'flash', 'klasse', 'lsdmi128bbeu633a', 'mb', 'mk1531637573', 'rouge', 'samsung', 'sdsdb-016g', 'sec', 'uhs', 'ultra', 'w', 'z35']",ab flash klasse lsdmi128bbeu633a mb mk1531637573 rouge samsung sdsdb-016g sec uhs ultra w z35,z35 w ultra uhs sec sdsdb-016g samsung rouge mk1531637573 mb lsdmi128bbeu633a klasse flash ab,mk1531637573 rouge samsung sdsdb-016g
1743,351175,"SANDISK Ultra MicroSDXC 128GB 64GB, blau 32 Go A 16 to",10.25,SANDISK,,,"['blau', 'gb', 'microsdxc', 'sandisk', 'ultra']",blau gb microsdxc sandisk ultra,ultra sandisk microsdxc gb blau,gb microsdxc
1744,211912,"Toshiba 32 GB Exceria PRO 32GB SDHC UHS Class 3 memory card - memory cards (32 GB, SDHC, Class 3, 260 MB/s, 240 MB/s, UHS)",76.67,,,,"['card', 'cards', 'class', 'exceria', 'gb', 'mb', 'memory', 'pro', 's', 'sdhc', 'toshiba', 'uhs']",card cards class exceria gb mb memory pro s sdhc toshiba uhs,uhs toshiba sdhc s pro memory mb gb exceria class cards card,gb mb memory pro
1745,424911,Dorr 8GB - Cruzer flash - 16GO UHS-I Class flash V30 Photo memoria USB color,,,,,"['class', 'color', 'cruzer', 'dorr', 'flash', 'gb', 'memoria', 'photo', 'uhs', 'usb', 'v30']",class color cruzer dorr flash gb memoria photo uhs usb v30,v30 usb uhs photo memoria gb flash dorr cruzer color class,dorr flash gb memoria
1746,588758,"Intenso Speed MICROSDHC32 16GB 128GB, - 4 W400 32 lectura 2.0 10 ab hasta 48 + 2.0",24.99,Intenso,,,"['ab', 'gb', 'hasta', 'intenso', 'lectura', 'microsdhc32', 'speed', 'w400']",ab gb hasta intenso lectura microsdhc32 speed w400,w400 speed microsdhc32 lectura intenso hasta gb ab,intenso lectura
1747,572376,Sandisk Ultra PLUS MicroSDXC 128 GB 80 MB / seconde UHS-I geheugenkaart met SD-adapter\n,80.04,Sandisk,Sandisk Ultra PLUS MicroSDXC 128 GB 80 MB / seconde UHS-I geheugenkaart met SD-adapter. Micro SD geheugenkaart. Harde schijf : 128 GB. Standaardkorting van -5% voor leden.,,"['adapter\\n', 'gb', 'geheugenkaart', 'mb', 'met', 'microsdxc', 'plus', 'sandisk', 'sd', 'seconde', 'uhs', 'ultra']",adapter\n gb geheugenkaart mb met microsdxc plus sandisk sd seconde uhs ultra,ultra uhs seconde sd sandisk plus microsdxc met mb geheugenkaart gb adapter\n,met microsdxc plus sandisk
1748,56283,Tarjeta de Memoria Lexar SDHC de 8GB Clase 10,7.9,Lexar,,,"['clase', 'de', 'gb', 'lexar', 'memoria', 'sdhc', 'tarjeta']",clase de gb lexar memoria sdhc tarjeta,tarjeta sdhc memoria lexar gb de clase,gb lexar
1749,277472,LEXAR Scheda Flair 100MB/Sec GB Android flash Adapter,490.0,LEXAR,,,"['adapter', 'android', 'flair', 'flash', 'gb', 'lexar', 'scheda', 'sec']",adapter android flair flash gb lexar scheda sec,sec scheda lexar gb flash flair android adapter,flash gb
1750,498661,"Carte Premium 32 32 II; GB, Micro GB",343.99,,,,"['carte', 'gb', 'ii', 'micro', 'premium']",carte gb ii micro premium,premium micro ii gb carte,gb ii
1751,973797,"Sandisk 8GB 128GB SDHC 32GO Memory U3 dans Drive - 3 Flash), classe 90",92.5,Sandisk,,,"['classe', 'dans', 'drive', 'flash', 'gb', 'memory', 'sandisk', 'sdhc', 'u3']",classe dans drive flash gb memory sandisk sdhc u3,u3 sdhc sandisk memory gb flash drive dans classe,flash gb
1752,433126,32GB mémoire 128GB Ultra GB 3.0 UHS-I 128 Line 633X) C10,31.9,,,,"['c10', 'gb', 'line', 'mémoire', 'uhs', 'ultra']",c10 gb line mémoire uhs ultra,ultra uhs mémoire line gb c10,line mémoire
1753,1006568,"Sony MicroSDXC 128 Pro micro-SDHC Ultra USB de 4 zu 600x MICRO adaptador MB/s, U3, UHS-I, Noir",63.9,Sony,,,"['adaptador', 'de', 'mb', 'micro', 'microsdxc', 'noir', 'pro', 's', 'sdhc', 'sony', 'u3', 'uhs', 'ultra', 'usb', 'zu']",adaptador de mb micro microsdxc noir pro s sdhc sony u3 uhs ultra usb zu,zu usb ultra uhs u3 sony sdhc s pro noir microsdxc micro mb de adaptador,microsdxc noir pro s sdhc sony
1754,949231,"sony ultra étui sdhc/sdxc canvas actioncam (32gb) - go\n 10, (3.1 usb informática - di",9.99,Sony,,,"['actioncam', 'canvas', 'di', 'gb', 'go\\n', 'informática', 'sdhc', 'sdxc', 'sony', 'ultra', 'usb']",actioncam canvas di gb go\n informática sdhc sdxc sony ultra usb,usb ultra sony sdxc sdhc informática go\n gb di canvas actioncam,gb go\n informática sdhc
1755,416758,SONY MICRO SD SERIE UX 128GB R95/W70 CL 10 EXPERT,,,,,"['cl', 'expert', 'gb', 'micro', 'r95', 'sd', 'serie', 'sony', 'ux', 'w70']",cl expert gb micro r95 sd serie sony ux w70,w70 ux sony serie sd r95 micro gb expert cl,micro r95 sd serie
1756,498680,Tesco direct: Kingston 16 GB microSDHC,,,,,"['direct', 'gb', 'kingston', 'microsdhc', 'tesco']",direct gb kingston microsdhc tesco,tesco microsdhc kingston gb direct,gb kingston
1757,64516,"Samsung Galaxy J4 Core Dual Sim - 16GB, 1GB RAM, 4G LTE, Black",1899.0,Samsung Samsung,"Review and Buy Samsung Galaxy J4 Core Dual Sim - 16GB, 1GB RAM, 4G LTE, Black at the best price and offers in Egypt at Souq.com. Shop Mobile Phones Online From Samsung 
",,"['black', 'core', 'dual', 'g', 'galaxy', 'gb', 'j4', 'lte', 'ram', 'samsung', 'sim']",black core dual g galaxy gb j4 lte ram samsung sim,sim samsung ram lte j4 gb galaxy g dual core black,g galaxy gb j4
1758,23568,"Intenso SD Scheda GB Ultra Memoria Memory [Eco-Friendly DTI Mo/s, dúo Class uhs-i Photo Story [Newest MB/sec,",,Intenso,,,"['class', 'dti', 'dúo', 'eco', 'friendly', 'gb', 'intenso', 'mb', 'memoria', 'memory', 'mo', 'newest', 'photo', 's', 'scheda', 'sd', 'sec', 'story', 'uhs', 'ultra']",class dti dúo eco friendly gb intenso mb memoria memory mo newest photo s scheda sd sec story uhs ultra,ultra uhs story sec sd scheda s photo newest mo memory memoria mb intenso gb friendly eco dúo dti class,intenso mb memoria memory mo newest photo s
1759,990225,LEXAR karta HyperX Microsdxc Memory V3 Go\n Mo 3.0 1) negro/rojo/blanco -,13.99,LEXAR,,,"['blanco', 'go\\n', 'hyperx', 'karta', 'lexar', 'memory', 'microsdxc', 'mo', 'negro', 'rojo', 'v3']",blanco go\n hyperx karta lexar memory microsdxc mo negro rojo v3,v3 rojo negro mo microsdxc memory lexar karta hyperx go\n blanco,karta lexar memory microsdxc
1760,515093,"SONY SRG1UXA, Micro-SDXC Speicherkarte, 128 GB, 95 MB/s",179.99,,,,"['gb', 'mb', 'micro', 's', 'sdxc', 'sony', 'speicherkarte', 'srg1uxa']",gb mb micro s sdxc sony speicherkarte srg1uxa,srg1uxa speicherkarte sony sdxc s micro mb gb,s sdxc
1761,203799,"sandisk sd ultra (16gb) transferu speedclass 1000x 10, - rayon memóriakártya blue",82.99,SanDisk,,,"['blue', 'gb', 'memóriakártya', 'rayon', 'sandisk', 'sd', 'speedclass', 'transferu', 'ultra']",blue gb memóriakártya rayon sandisk sd speedclass transferu ultra,ultra transferu speedclass sd sandisk rayon memóriakártya gb blue,rayon sandisk
1762,31779,"SANDISK EXTREME SF16UX, PRO GB CL10 AVEC",1157.99,SanDisk,,,"['avec', 'cl10', 'extreme', 'gb', 'pro', 'sandisk', 'sf16ux']",avec cl10 extreme gb pro sandisk sf16ux,sf16ux sandisk pro gb extreme cl10 avec,extreme gb
1763,80932,Toshiba THN-N101K1280E6 128GB Exceria Pro N101 SD Karte,,,,,"['exceria', 'gb', 'karte', 'n101', 'n101k1280e6', 'pro', 'sd', 'thn', 'toshiba']",exceria gb karte n101 n101k1280e6 pro sd thn toshiba,toshiba thn sd pro n101k1280e6 n101 karte gb exceria,n101 n101k1280e6
1764,982057,Lexar XQD 32GB X1400 PROFESSIONAL XQD +KUPON PREMIUM -50% na AB FOTOKSI??K? - Abfoto,329.0,,,,"['ab', 'abfoto', 'fotoksi??k', 'gb', 'kupon', 'lexar', 'na', 'premium', 'professional', 'x1400', 'xqd']",ab abfoto fotoksi??k gb kupon lexar na premium professional x1400 xqd,xqd x1400 professional premium na lexar kupon gb fotoksi??k abfoto ab,gb kupon lexar na
1765,367660,"Kingston Extreme Scheda GB 64 DRIVE, GB",16.9,Kingston,,,"['drive', 'extreme', 'gb', 'kingston', 'scheda']",drive extreme gb kingston scheda,scheda kingston gb extreme drive,extreme gb
1766,1047596,pour 2.0 mémoire 64 sans Pro Micro Tesco,49.99,,,,"['micro', 'mémoire', 'pour', 'pro', 'sans', 'tesco']",micro mémoire pour pro sans tesco,tesco sans pro pour mémoire micro,pour pro
1767,121921,Toshiba USB 3.0 128GB - Pendrive / Memoria USB en Fnac.es,,,,,"['en', 'fnac.es', 'gb', 'memoria', 'pendrive', 'toshiba', 'usb']",en fnac.es gb memoria pendrive toshiba usb,usb toshiba pendrive memoria gb fnac.es en,gb memoria
1768,252994,"MICRO MEMORY LINE KINGSTON SDHC II, - 16GB&NBSP; 3.0",44.99,Kingston,Carte,,"['ii', 'kingston', 'line', 'memory', 'micro', 'sdhc']",ii kingston line memory micro sdhc,sdhc micro memory line kingston ii,line memory
1769,597075,32 CLASS TARJETA JUMPDRIVE TOSHIBA 400MB/S FLAIR MEMORIA,632.99,Toshiba,,,"['class', 'flair', 'jumpdrive', 'memoria', 's', 'tarjeta', 'toshiba']",class flair jumpdrive memoria s tarjeta toshiba,toshiba tarjeta s memoria jumpdrive flair class,jumpdrive memoria
1770,973908,Memoria Alu USB - Cruzer SANDISK SDHC/SDXC adapter - Pami?ci + 3,33.65,SANDISK,,,"['adapter', 'alu', 'cruzer', 'memoria', 'pami?ci', 'sandisk', 'sdhc', 'sdxc', 'usb']",adapter alu cruzer memoria pami?ci sandisk sdhc sdxc usb,usb sdxc sdhc sandisk pami?ci memoria cruzer alu adapter,memoria pami?ci
1771,605288,"Sony micro microSDXC G4 xqd + - USB + Minneskort, GB",19.95,Sony,Karta,,"['g4', 'gb', 'micro', 'microsdxc', 'minneskort', 'sony', 'usb', 'xqd']",g4 gb micro microsdxc minneskort sony usb xqd,xqd usb sony minneskort microsdxc micro gb g4,microsdxc minneskort
1772,498794,TOSHIBA CARTE UHS-I 3503470 CRUZER - BLACK GO UHS 4 3.1,14.99,Toshiba,,,"['black', 'carte', 'cruzer', 'toshiba', 'uhs']",black carte cruzer toshiba uhs,uhs toshiba cruzer carte black,carte cruzer
1773,990321,memoria 32gb 90mb/s react secure - r440 3.0 gb,104.99,,,,"['gb', 'memoria', 'r440', 'react', 's', 'secure']",gb memoria r440 react s secure,secure s react r440 memoria gb,r440 react
1774,752766,"Lexar Extreme&reg;, Pro Datatraveler Memory - Class U1 Class Classe - Versand",219.0,Lexar,,,"['class', 'classe', 'datatraveler', 'extreme&reg', 'lexar', 'memory', 'pro', 'u1', 'versand']",class classe datatraveler extreme&reg lexar memory pro u1 versand,versand u1 pro memory lexar extreme&reg datatraveler classe class,extreme&reg lexar
1775,605311,"sandisk fd32gatt4pas1kl-ef pro sd 64 128 flash drive class 4 kamera 10 adapter sd), 10, de adattatore",20.99,Sandisk,,,"['adapter', 'adattatore', 'class', 'de', 'drive', 'ef', 'fd32gatt4pas1kl', 'flash', 'kamera', 'pro', 'sandisk', 'sd']",adapter adattatore class de drive ef fd32gatt4pas1kl flash kamera pro sandisk sd,sd sandisk pro kamera flash fd32gatt4pas1kl ef drive de class adattatore adapter,drive ef fd32gatt4pas1kl flash
1776,769158,TYPE 2 PRO® GLIDE HASTA VITESSE R95/W90 90 CLASS 8 CLÉ 128GB ADATTATORE 260 ZU (BURGUNDY),90.99,,,,"['adattatore', 'burgundy', 'class', 'clé', 'gb', 'glide', 'hasta', 'pro', 'r95', 'type', 'vitesse', 'w90', 'zu']",adattatore burgundy class clé gb glide hasta pro r95 type vitesse w90 zu,zu w90 vitesse type r95 pro hasta glide gb clé class burgundy adattatore,gb glide hasta pro
1777,474248,Tesco direct: Kingston 16GB Data Traveler USB Card,17.0,,,,"['card', 'data', 'direct', 'gb', 'kingston', 'tesco', 'traveler', 'usb']",card data direct gb kingston tesco traveler usb,usb traveler tesco kingston gb direct data card,gb kingston
1778,916617,Flash Pendrive 64GB / micro-USB USB XQD PRO extreme,4.99,,,,"['extreme', 'flash', 'gb', 'micro', 'pendrive', 'pro', 'usb', 'xqd']",extreme flash gb micro pendrive pro usb xqd,xqd usb pro pendrive micro gb flash extreme,micro pendrive
1779,425105,"SanDisk - MICRO+ADAPTER - Sports Black/Grey,SanDisk,SDSDUNC-016G-GN6IN Card di SDXC 3.0 3.0 C20M SFG1U, 64GB",27.99,SanDisk,,,"['black', 'c20', 'card', 'di', 'gb', 'gn6in', 'grey', 'm', 'micro+adapter', 'sandisk', 'sdsdunc-016g', 'sdxc', 'sfg1u', 'sports']",black c20 card di gb gn6in grey m micro+adapter sandisk sdsdunc-016g sdxc sfg1u sports,sports sfg1u sdxc sdsdunc-016g sandisk micro+adapter m grey gn6in gb di card c20 black,gn6in grey m micro+adapter
1780,97426,"Toshiba Scheda di Memoria SDHC 16 GB, EXCeria, 95 Mb/s, UHS-I, U3, Nero/Argento",,,,,"['argento', 'di', 'exceria', 'gb', 'mb', 'memoria', 'nero', 's', 'scheda', 'sdhc', 'toshiba', 'u3', 'uhs']",argento di exceria gb mb memoria nero s scheda sdhc toshiba u3 uhs,uhs u3 toshiba sdhc scheda s nero memoria mb gb exceria di argento,mb memoria nero s
1781,859285,Lexar - de SDXC 128GB USB 95 pro Velocità 10 avec,39.99,Lexar,,,"['avec', 'de', 'gb', 'lexar', 'pro', 'sdxc', 'usb', 'velocità']",avec de gb lexar pro sdxc usb velocità,velocità usb sdxc pro lexar gb de avec,lexar pro
1782,703663,carte usm32we memoria extreme 64gb sdxc 1 zu da + cards memoria a,36.99,,,,"['cards', 'carte', 'da', 'extreme', 'gb', 'memoria', 'sdxc', 'usm32we', 'zu']",cards carte da extreme gb memoria sdxc usm32we zu,zu usm32we sdxc memoria gb extreme da carte cards,extreme gb
