,date,volume,pages,title,journal,author,publisher,note,address,booktitle,editor,booktile,tech,institution,Pages,year,type,month
1527,,, pages 107-148. , Shift of bias for inductive concept learning. ,," Utgoff, P. ", Morgan Kaufman. ,,," Machine Learning II, "," In Michalski, R., Carbonell, J., and Mitchell, T., editors, ",,,,, (1986). ,,
1528,,, pages 107-148. , Shift of bias for inductive concept learning. ,," Utgoff, P. ", Morgan Kaufman. ,,," Machine Learning II, "," In Michalski, R., Carbonell, J., and Mitchell, T., editors, ",,,,, (1986). ,,
1543,,, 107-148. , Shift of bias for inductive concept learning. ,," Utgoff, P. ", Morgan Kaufmann: ,," Los Altos, CA. ",Machine Learning: An Artificial Intelligence Approach II. ," editors In Michalski, R.; Carbonell, J.; and Mitchell, T., ",,,,, 1986. ,,
1568,,, 107-149. ," Shift of bias for inductive concept learning, ",," P. Utgoff, ",,," Palo Alto (CA), "," Machine Learning: An Artificial Intelligence Approach 2 (Springer-Verlag, "," in: R.S. Mickalski, J.G. Carbonell and T.M. Mitchell, eds., ",,,,, 1986) ,,
1569,,, 107-149. ," Shift of bias for inductive concept learning,. ",," P. Utgoff, ",,," Palo Alto (CA), "," Machine Learning: An Artificial Intelligence Approach 2 (Springer-Verlag, "," in: R.S. Mickalski, J.G Carbonell and T.M. Mitchell, eds., ",,,,, 1986) ,,
1586,,, page 107. , Shift Of Bias For Inductive Concept Learning. ," Machine Learning, ", P. Utgoff. ," Morgan Kaufman, ",," Los Altos, Ca, ",," In R. S. Michalshi, J. G. Carbonell, and T. M. Mitchell, editors, ",,,,, 1986. ,,
1587,,, page 107. , Shift Of Bias For Inductive Concept Learning. ," Machine Learning, ", P. Utgoff. ," Morgan Kaufman, ",," Los Altos, Ca, ",," In R. S. Michalshi, J. G. Carbonell, and T. M. Mitchell, editors, ",,,,, 1986. ,,
1588,,, page 107. , Shift Of Bias For Inductive Concept Learning. ," Machine Learning, ", P. Utgoff. ," Morgan Kaufman, ",," Los Altos, Ca, ",," In R. S. Michalshi, J. G. Carbonell, and T. M. Mitchell, editors, ",,,,, 1986. ,,
1589,,, (pp. 115-121). , Learning a preference predicate. ,," Utgoff, P. E., & Saxena, S. ", Morgan Kauf-mann. ,," Irvine, CA: ", Proceedings of the Fourth International Workshop on Machine Learning ,,,,,, (1987). ,,
1590,,, 115-121. , Learning a preference predicate. ,," Utgoff, P., and Saxena, S. ",,,," In Proceedings of the Fourth International Workshop on Machine Learning, ",,,,,, 1987. ,,
1591,,," pp. 115-121, "," ""Learning a Preference Predicate,"" ",," P. Utgoff and S. Saxena, ",,,," Proceedings of the 4th International Conference on Machine Learning, ",,,,,, 1987. ,,
1592,,, pages 115-121. , Learning a preference predicate. ,," Utgoff, P. and Saxena, S. ",,,," In Proceedings of the Fourth International Workshop on Machine Learning, ",,,,,, (1987). ,,
1593,,, 36-40. , Learning and Generalizing Move Selection Preferences. ,," Utgoff, P.E., and P.S. Heitman. ",,," Stanford, California. "," In Proceedings of the AAAI 1988 Spring Symposium Series: Computer Game Playing, ",,,,,, 1988. ,,
1598,,, 107-120. , ID5: An Incremental ID3. ,," Utgoff, P. ",,,, In Proceedings of the Fifth International Conference on Machine Learning. ,,,,,, 1988. ,,
1599,,, 107-120. , ID5: An Incremental ID3. ,," Utgoff, P. ",,,, In Proceedings of the Fifth International Conference on Machine Learning. ,,,,,, 1988. ,,
1600,,, 107-120. , ID5: An Incremental ID3. ,," Utgoff, P. ",,,, In Proceedings of the Fifth International Conference on Machine Learning. ,,,,,, 1988. ,,
1601,,, 107-120. , ID5: An Incremental ID3. ,," Utgoff, P. ",,,, In Proceedings of the Fifth International Conference on Machine Learning. ,,,,,, 1988. ,,
1603,,, (pp. 107-120). , ID5: An incremental ID3. ,," Utgoff, P. E. ", Morgan Kaufmann. ,," Ann Arbor, MI: ", In Proceedings of the Fifth International Conference on Machine Learning ,,,,,, (1988a). ,,
1604,,, (pp. 107-120). , ID5: An incremental ID3. ,," Utgoff, P. E. ", Morgan Kaufmann. ,," Ann Arbor, MI: ", In Proceedings of the Fifth International Conference on Machine Learning ,,,,,, (1988a). ,,
1605,,," pages 107-120, ", An Incremental ID3. ,, P. Utgoff. ID5: ,,,," In Proceedings of the Fifth International Conference on Machine Learning, ",,,,,, 1988. ,,
1606,,, pages 107-120. , An incremental ID3. ,, P. Utgoff. ID5: ," Morgan Kaufmann, ",,," In Proc. 5th Intl. Conf. Mach. Learning, ",,,,,, 1988. ,,
1607,,, pages 107-120. , An incremental ID3. ,, P. Utgoff. ID5: ," Morgan Kaufmann, ",,," In Proc. 5th Intl. Conf. Mach. Learning, ",,,,,, 1988. ,,
1608,,, pages 107-120. , An incremental ID3. ,, P. Utgoff. ID5: ," Morgan Kaufmann, ",,," In Proc. 5th Intl. Conf. Mach. Learning, ",,,,,, 1988. ,,
1609,,, pp. 107-120. , Id5: an incremental id3. ,," Utgoff, P. E. "," Kaufmann, ",,," In Proc. 5th Int. Conf. on Machine Learning Ca, "," J. Laird, Ed., ",,,,, (1988). ,,
1610,,," pages 107-120, ", an incremental id3. ,, P. E. Utgoff. Id5: ," Kaufmann, ",," Ca, "," Proc. 5th Int. Conf. on Machine Learning, "," In J. Laird, editor,",,,,, 1988. ,, June 
1613,,, pp 107-120. , An Incremental ID3. ,," Utgoff, P.E.; ID5: ",,,," Proceedings of the Fifth National Conference on Machine Learning, ",,,," University of Michigan, ",," 1988, ",, June 
1614,,, 107-120. , an incremental ID3. ,," P.E. Utgoff, ID5: "," Morgan Kaufmann, ",," San Mateo, CA: "," Proceedings of the Fifth International Conference on Machine Learning, ",,,,,,,,
1615,,, (pp. 601-606). , Perceptron trees: A case study in hybrid concept representations. ,," Utgoff, P. ",, Morgan Kaufmann. Appeared in: Machine Learning: Proceedings of the Eighth International Workshop (ML91). ," Boston, MA: ", Proceedings of the Seventh National Conference on Artificial Intelligence ,,,,,, (1988). ,,
1616,,, (pp. 601-606). , Perceptron trees: A case study in hybrid concept representations. ,," Utgoff, P. ",, Morgan Kaufmann. Appeared in: Machine Learning: Proceedings of the Eighth International Workshop (ML91). ," Boston, MA: ", Proceedings of the Seventh National Conference on Artificial Intelligence ,,,,,, (1988). ,,
1617,,,  (pp. 601-606). , Perceptron trees: A case study in hybrid concept representations. ,," Utgoff, P. E. ", Morgan Kaufmann. ,," St. Paul, MN: ", Proceedings of the Seventh National Conference on Artificial Intelligence,,,,,, (1988). ,,
1618,,, (pp. 601-606). , Perceptron trees: A case study in hybrid concept representations. ,," Utgoff, P. E. ", Morgan Kaufmann. ,," St. Paul, MN: ", Proceedings of the Seventh National Conference on Artificial Intelligence ,,,,,, (1988). ,,
1619,,, pages 601-606. , Perceptron trees: A case study in hybrid concept representations. ,," Utgoff, P. E. ",,,," Proceedings of the Seventh National Conference on Artificial Intelligence, ",,,,,, (1988). ,,
1620,,, (pp. 601-606). , Perceptron trees: A case study in hybrid concept representations. ,," Utgoff, P. E. ", Morgan Kaufmann. ,," St. Paul, MN: ", In Proceedings of the Seventh National Conference on Artificial Intelligence ,,,,,, (1988b). ,,
1621,,,  (pp. 601-606). , Perceptron trees: A case study in hybrid concept representations. ,," Utgoff, P. E. ", Morgan Kaufmann. ,," St. Paul, MN: ", In Proceedings of the Seventh National Conference on Artificial Intelligence,,,,,, (1988b). ,,
1622,,, 601-6. , Perceptron Trees: A Case Study in Hybrid Concept Representation. ,," Utgoff, P. E. ", Morgan Kaufmann. ,," San Mateo, CA: "," In AAAI-88 Proceedings of the Seventh National Conference on Artificial Intelligence, ",,,,,, 1988. ,,
1623,,, 601-606. , Perceptron trees: a case study in hybrid concept representation. ,," Utgoff, P. E. ", Morgan Kaufmann. ,,," In Proceedings of the Seventh National Conference on Artificial Intelligence, ",,,,,, 1988. ,,
1625,,, 601-6. , Perceptron Trees: A Case Study in Hybrid Concept Representation. ,," Utgoff, P. E. ", Morgan Kaufmann. ,," San Mateo, CA: "," In A A A I - 8 8 Proceedings of the Seventh National Conference on Artificial Intelligence, ",,,,,, 1988. ,,
1626,,, pages 601-606. , Perceptron trees: a case study in hybrid concept representation. ,, Paul E. Utgoff. ," Morgan Kaufmann, ",,," In Proceedings of the Seventh National Conference on Artificial Intelligence, ",,,,,, 1988. ,,
1627,,, pages 601-606. , Perceptron trees: a case study in hybrid concept representation. ,, Paul E. Utgoff. ," Morgan Kaufmann, ",,," In Proceedings of the Seventh National Conference on Artificial Intelligence, ",,,,,, 1988. ,,
1658,,, 161-186. , Incremental Induction of Decision Trees. ,," Utgoff, P., ",,,," Machine Learning 4, ",,,,,, 1989. ,,
1689,,," pages 362-365, ", Improved training via incremental learning. ,, P. E. Utgoff. ,,,," In Sixth International Workshop on Machine Learning, ",,,,,, 1989. ,,
1690,,," pages 362-365, ", Improved training via incremental learning. ,, P. E. Utgoff. ,,,," In Sixth International Workshop on Machine Learning, ",,,,,, 1989. ,,
1691,,, pgs. 62 - 65. ," Improved Training via Incremental Learning, ",," P. E. Utgoff, "," (Morgan Kaufmann, ",,," Proceedings of the Sixth International Workshop on Machine Learning, ",,,,,, 1989 ,,
1692,,,(pp.  362-365, Improved training via incremental learning. ,," Utgoff, P. E. ", Morgan Kaufmann. ,," Ithaca, NY: ", In Proceedings of the Sixth International Workshop on Machine Learning ,,,,,, (1989a). ,,
1693,,,(pp.  362-365, Improved training via incremental learning. ,," Utgoff, P. E. ", Morgan Kaufmann. ,," Ithaca, NY: ", In Proceedings of the Sixth International Workshop on Machine Learning ,,,,,, (1989a). ,,
1696,,, 62-65. ," Improved Training via Incremental Learning, ",," Utgoff, Paul E. ",,,," Proc. of the 6th Int'l Workshop on Machine Learning, ",,,,,, (1989). ,,
1697,,, 62-65. ," Improved Training via Incremental Learning, ",," Utgoff, Paul E. ",,,," Proc. of the 6th Int'l Workshop on Machine Learning, ",,,,,, (1989). ,,
1698,,," pages 362-365, ", Improved training via incremental learning. ,, Paul E. Utgoff. ,,,," In Sixth International Workshop on Machine Learning, ",,,,,, 1989. ,,
1730,,, (pp. 58-65). , An incremental method for finding multivariate splits for decision trees. ,," Utgoff, P. E. and Brodley C. E. ", Morgan Kaufmann. ,," Austin, TX: ", In Proceedings of the Seventh International Conference on Machine Learning ,,,,,, (1990),,
1731,,, (pp. 58-65). , An incremental method for finding multivariate splits for decision trees. ,," Utgoff, P. E. and Brodley C. E. ", Morgan Kaufmann. ,," Austin, TX: ", In Proceedings of the Seventh International Conference on Machine Learning ,,,,,, (1990).,,
1733,,, (pp. 58-65). , An incremental method for finding multivariate splits for decision trees. ,," Utgoff, P. E., & Brodley, C. E. ", Morgan Kaufmann. ,," Austin, TX: ", In Proceedings of the Seventh International Conference on Machine Learning ,,,,,, (1990). ,,
1735,,, pp. 58-65. , An incremental method for finding multivariate splits for decision trees. ,," Utgoff, P. E., & Brodley, C. E. ", Morgan Kaufmann. ,," Los Altos, CA. "," In Proceedings of the Seventh International Conference on Machine Learning, ",,,,,, (1990). ,,
1736,,, pp. 58-65. , An incremental method for finding multivariate splits for decision trees. ,," Utgoff, P. E., & Brodley, C. E. ", Morgan Kaufmann. ,," Los Altos, CA. "," In Proceedings of the Seventh International Conference on Machine Learning, ",,,,,, (1990). ,,
1737,,, pp. 58-65. , An incremental method for finding multivariate splits for decision trees. ,," Utgoff, P. E., & Brodley, C. E. ", Morgan Kaufmann. ,," Los Altos, CA. "," In Proceedings of the Seventh International Conference on Machine Learning, ",,,,,, (1990). ,,
1738,,, pp. 58-65. , An incremental method for finding multivariate splits for decision trees. ,," Utgoff, P. E., & Brodley, C. E. ", Morgan Kaufmann. ,," Los Altos, CA. "," In Proceedings of the Seventh International Conference on Machine Learning, ",,,,,, (1990). ,,
1739,,, pp. 58-65. , An incremental method for finding multivariate splits for decision trees. ,," Utgoff, P. E., & Brodley, C. E. ", Morgan Kaufmann. ,," Los Altos, CA. "," In Proceedings of the Seventh International Conference on Machine Learning, ",,,,,, (1990). ,,
1740,,, pp. 58-65. , An incremental method for finding multivariate splits for decision trees. ,," Utgoff, P. E., & Brodley, C. E. ", Morgan Kaufmann. ,," Los Altos, CA. "," In Proceedings of the Seventh International Conference on Machine Learning, ",,,,,, (1990). ,,
1741,,, pp. 58-65. , An incremental method for finding multivariate splits for decision trees. ,," Utgoff, P. E., & Brodley, C. E. ", Morgan Kaufmann. ,," Los Altos, CA. "," In Proceedings of the Seventh International Conference on Machine Learning, ",,,,,, (1990). ,,
1742,,, (pp. 58-65). , An incremental method for finding multivariate splits for decision trees. ,," Utgoff, P. E., & Brodley, C. E. ", Morgan Kaufmann. ,," Austin, TX: ", Proceedings of the Seventh International Conference on Machine Learning ,,,,,, (1990). ,,
1743,,, (pp. 58-65). , An incremental method for finding multivariate splits for decision trees. ,," Utgoff, P. E., & Brodley, C. E. ", Morgan Kaufmann. ,," Austin, TX: ", Proceedings of the Seventh International Conference on Machine Learning ,,,,,, (1990). ,,
1744,,, (pp. 58-65). , An incremental method for finding multivariate splits for decision trees. ,," Utgoff, P. E., & Brodley, C. E. ", Morgan Kaufmann. ,," Austin, TX: ", Proceedings of the Seventh International Conference on Machine Learning ,,,,,, (1990). ,,
1747,,, (pp. 58-65). , An incremental method for finding multivariate splits for decision trees. ,," Utgoff, P. E., & Brodley, C. E. ", Morgan Kaufmann.,," Austin, TX: ", Proceedings of the Seventh International Conference on Machine Learning ,,,,,, (1990). ,,
1748,,, 58-65. , An incremental method for finding multivariate splits for decision trees. ,," Utgoff, P. E., and Brodley, C. E. ", Morgan Kaufmann. ,, San Francisco: ," In Proceedings 7th International Conference on Machine Learning, ",,,,,, 1990. ,,
1749,,," pages 56-65, ", An incremental method for find multivariate splits for decision trees. ,, P. Utgoff and C. Brodley. , Morgan Kaufmann. ,," Los Altos, CA. "," In Proceedings of the Seventh International Conference on Machine Learning, ",,,,,,,,
1750,,," pages 56-65, ", An incremental method for find multivariate splits for decision trees. ,, P. Utgoff and C. Brodley. , Morgan Kaufmann. ,," Los Altos, CA. "," In Proceedings of the Seventh International Conference on Machine Learning, ",,,,,,,,
1751,,, pages 58-65. , An incremental method for finding mul--tivariate splits for decision trees. ,, P.E. Utgoff and C.E. Brodley. ,,," University of Texas, Austin, Texas, "," In Machine Learning:Proceedings of the Seventh International Conference, ",,,,,, 1990. ,,
1754,,," pages 58-65, ", An incremental method for finding multivariate splits for decision trees. ,, Paul E. Utgoff and Carla E. Brodley. , Morgan Kauf-mann. ,," Los Altos, CA,"," In Proceedings of the Seventh International Conference on Machine Learning, ",,,,,, 1990. ,,
1755,,," pages 58-65, ", An incremental method for finding multivariate splits for decision trees. ,, Paul E. Utgoff and Carla E. Brodley. , Morgan Kauf-mann. ,," Los Altos, CA, "," In Proceedings of the Seventh International Conference on Machine Learning, ",,,,,,1990. ,,
1756,,," pages 58-65, ", An incremental method for finding multivariate splits for decision trees. ,, Paul E. Utgoff and Carla E. Brodley. , Morgan Kauf-mann. ,," Los Altos, CA,"," In Proceedings of the Seventh International Conference on Machine Learning, ",,,,,, 1990. ,,
1757,,," pages 58-65, ", An incremental method for finding multivariate splits for decision trees. ,, Paul E. Utgoff and Carla E. Brodley. , Morgan Kauf-mann. ,," Los Altos, CA, "," In Proceedings of the Seventh International Conference on Machine Learning, ",,,,,,1990. ,,
1758,,," pages 58-65, ", An incremental method for finding multivariate splits for decision trees. ,, Paul E. Utgoff and Carla E. Brodley. , Morgan Kauf-mann. ,," Los Altos, CA,"," In Proceedings of the Seventh International Conference on Machine Learning, ",,,,,, 1990. ,,
1760,,," pages 58-65, ", An incremental method for finding multivariate splits for decision trees. ,, Paul E. Utgoff and Carla E. Brodley. , Morgan Kauf-mann. ,," Los Altos, CA, "," In Proceedings of the Seventh International Conference on Machine Learning, ",,,,,,1990. ,,
1761,,," pages 58-65, ", An incremental method for finding multivariate splits for decision trees. ,, Paul E. Utgoff and Carla E. Brodley. , Morgan Kauf-mann. ,," Los Altos, CA, "," In Proceedings of the Seventh International Conference on Machine Learning, ",,,,,,1990. ,,
1763,,," (pp. 596-600), ", Two kinds of training information for evaluation function learning. ,," Utgoff, P. & Clouse, J. ",,," Anaheim, CA. "," In Proceedings of the Ninth National Conference on Artificial Intelligence, ",,,,,, (1991). ,,
1764,,," (pp. 596-600), ", Two kinds of training information for evaluation function learning. ,," Utgoff, P. & Clouse, J. ",,," Anaheim, CA. "," In Proceedings of the Ninth National Conference on Artificial Intelligence, ",,,,,, (1991). ,,
1765,,," (pp. 596-600), ", Two kinds of training information for evaluation function learning. ,," Utgoff, P. & Clouse, J. ",,," Anaheim, CA. "," In Proceedings of the Ninth National Conference on Artificial Intelligence, ",,,,,, (1991). ,,
1766,,," (pp. 596-600), ", Two kinds of training information for evaluation function learning. ,," Utgoff, P. & Clouse, J. ",,," Anaheim, CA. "," In Proceedings of the Ninth National Conference on Artificial Intelligence, ",,,,,, (1991). ,,
1767,,," pages 596-600, ", Two kinds of training information for evaluation function learning. ,," Utgoff, P. E. & Clouse, J. A. ", Morgan Kaufmann. ,," San Mateo, CA. "," In Proceedings of the Ninth Annual Conference on Artificial Intelligence, ",,,,,, (1991). ,,
1768,,," pages 596-600, ", Two kinds of training information for evaluation function learning. ,," Utgoff, P. E. & Clouse, J. A. ", Morgan Kaufmann. ,," San Mateo, CA. "," In Proceedings of the Ninth Annual Conference on Artificial Intelligence, ",,,,,, (1991). ,,
1769,,, (pp. 596-600). , Two kinds of training information for evaluation function learning. ,," Utgoff, P. E., & Clouse, J. A. ", MIT Press. ,," Anaheim, CA: ", Proceedings of the Ninth National Conference on Artificial Intelligence,,,,,, (1991). ,,
1770,,,  (pp. 596-600). , Two kinds of training information for evaluation function learning. ,," Utgoff, P. E., & Clouse, J. A. ", MIT Press. ,," Anaheim, CA: ", Proceedings of the Ninth National Conference on Artificial Intelligence,,,,,, (1991). ,,
1772,,, pp. , Two kinds of training information for evaluation function learning. ,," Utgoff, P., & Clouse, J. ",,,"Anaheim, CA. "," In Proceedings of the Ninth National Conference on Artificial Intelligence, ",,,,,, (1991). ,,
1773,,, 596-600. , Two kinds of training information for evaluation function learning. ,," Utgoff, P., and Clouse. ", AAAI Press/MIT Press. ,, Anaheim: ," In Proceedings of Ninth National Conference on Artificial Intelligence, ",,,,,, 1991. ,,
1776,,," pages 596-600, ", Two kinds of training information for evaluation function learning. ,, P. E. Utgoff and J. A. Clouse. ,,,," In Proceedings of the Ninth National Conference on Artificial Intelligence, ",,,,,, 1991. ,,
1786,,," pages 596-600, ", and Clouse (1991). Two kinds of training information for evaluation function learning. ,," Utgoff, P. ", AAAI Press/MIT Press. ,, Anaheim. ," In Proceedings of Ninth National Conference on Artificial Intelligence, ",,,,,,,,
1809,,," pages 318-325, ", An Improved Algorithm for Incremental Induction of Decision Trees. ,, P. Utgoff. , Morgan Kaufmann. ,," Rutgers University, New Brunswick, NJ,"," Proceedings of the Eleventh International Conference on Machine Learning, "," In W. Cohen and H. Hirsh, editors, ",,,,, 1994. ,,
1810,,," pages 318-325, ", An Improved Algorithm for Incremental Induction of Decision Trees. ,, P. Utgoff. , Morgan Kaufmann. ,," Rutgers University, New Brunswick, NJ, "," Proceedings of the Eleventh International Conference on Machine Learning, "," In W. Cohen and H. Hirsh, editors, ",,,,,1994. ,,
1811,,," pages 318-325, ", An Improved Algorithm for Incremental Induction of Decision Trees. ,, P. Utgoff. , Morgan Kaufmann. ,," Rutgers University, New Brunswick, NJ,"," Proceedings of the Eleventh International Conference on Machine Learning, "," In W. Cohen and H. Hirsh, editors, ",,,,, 1994. ,,
1812,,, pp. 318-326. ," An improved algorithm for incremental induction of decision trees, ",," Utgoff, P. ",,,,, in Hirsh & Cohen,,,,," (1994), ",,
1813,,, pp. 318-325. ," An improved algorithm for incremental induction of decision trees, ",," Utgoff, P. E. "," Morgan Kaufmann, ",,," in ""Machine Learning: Proceedings of the Eleventh International Conference"", ",,,,,," (1994), ",,
1814,,, pp. 318-325. ," An improved algorithm for incremental induction of decision trees, ",," Utgoff, P. E. "," Morgan Kaufmann, ",,," in ""Machine Learning: Proceedings of the Eleventh International Conference"", ",,,,,," (1994), ",,
1815,,, pp. 318-325. ," An improved algorithm for incremental induction of decision trees, ",," Utgoff, P. E. "," Morgan Kaufmann, ",,," in ""Machine Learning:  Proceedings of the Eleventh International Conference"", ",,,,,," (1994), ",,
1816,,, pp. 318-325. ," An improved algorithm for incremental induction of decision trees, ",," Utgoff, P. E. "," Morgan Kaufmann, ",,," in Machine Learning:Proceedings of the Eleventh International Conference, ",,,,,," (1994), ",,
1817,,, pp. 318-325. ," An improved algorithm for incremental induction of decision trees, ",," Utgoff, P. E. "," Morgan Kaufmann, ",,," in Machine Learning: Proceedings of the Eleventh International Conference, ",,,,,," (1994), ",,
1818,,, pp. 318-325. ," An improved algorithm for incremental induction of decision trees, ",," Utgoff, P. E. "," Morgan Kaufmann, ",,," in Machine Learning:  Proceedings of the Eleventh International Conference, ",,,,,," (1994), ",,
1819,,, pp. 318-325. , An improved algorithm for incremental induction of decision trees ,," Utgoff, P. E. "," Morgan Kaufmann, ",,," in Machine Learning: Proceedings of the Eleventh International Conference, ",,,,,," (1994), ",,
1820,,, (pp. 318-325). , An improved algorithm for incremental induction of decision trees. ,," Utgoff, P. E. ", Morgan Kaufmann. ,," New Brunswick, NJ: ", In Proceedings of the Eleventh International Conference on Machine Learning ,,,,,, (1994). ,,
1821,,, (pp. 318-325). , An improved algorithm for incremental induction of decision trees. ,," Utgoff, P. E. ", Morgan Kaufmann. ,," New Brunswick, NJ: ", In Proceedings of the Eleventh International Conference on Machine Learning ,,,,,, (1994). ,,
1822,,, (pp. 318-325). , An improved algorithm for incremental induction of decision trees. ,," Utgoff, P. E. ", Morgan Kaufmann. ,," New Brunswick, NJ: ", Machine Learning:  Proceedings of the Eleventh International Conference ,,,,,, (1994). ,,
1823,,, 318-325. , An improved algorithm for incremental induction of decision trees. ,," Utgoff, P. E. ", Morgan Kaufmann. ,,," In Machine Learning: Proc. 11th Int. Conf., ",,,,,, 1994. ,,
1825,,," pages 318-325, ", An Improved Algorithm for Incremental Induction of Decision Trees. ,," Utgoff, P. ", Morgan Kaufmann. ,," Rutgers University, New Brunswick, NJ, "," Proceedings of the Eleventh International Conference on Machine Learning, "," In Cohen, W. and Hirsh, H., editors, ",,,,,1994. ,,
1826,,," pages 318-325, ", An Improved Algorithm for Incremental Induction of Decision Trees. ,," Utgoff, P. ", Morgan Kaufmann. ,," Rutgers University, New Brunswick, NJ,"," Proceedings of the Eleventh International Conference on Machine Learning, "," In Cohen, W. and Hirsh, H., editors, ",,,,, 1994. ,,
1827,,," pages 318-325, ", An Improved Algorithm for Incremental Induction of Decision Trees. ,," Utgoff, P. ", Morgan Kaufmann. ,," Rutgers University, New Brunswick, NJ,"," Proceedings of the Eleventh International Conference on Machine Learning, "," In Cohen, W. and Hirsh, H., editors, ",,,,, 1994. ,,
1828,,, pages 318-325. , An improved algorithm for incremental induction of decision trees. ,, Paul E. Utgoff. ,,,," In ML-94 , ", Editors: William W. Cohen and Haym Hirsh. ,,,,,,,
1829,,, pages 318-325. , An improved algorithm for incremental induction of decision trees. ,, Paul E. Utgoff. ,,,," In ML-94 , ", Editors: William W. Cohen and Haym Hirsh. ,,,,,,,
1830,,, pages 318-325. , An improved algorithm for incremental induction of decision trees. ,, Paul E. Utgoff. ,,,," In ML-94 , ", Editors: William W. Cohen and Haym Hirsh. ,,,,,,,
1831,,, pages 318-325. , An improved algorithm for incremental induction of decision trees. ,, Paul E. Utgoff. ,,,," In ML-94 , ", Editors: William W. Cohen and Haym Hirsh. ,,,,,,,
1832,,, pages 318-325. , An improved algorithm for incremental induction of decision trees. ,, Paul E. Utgoff. ,,,," In ML-94 , ", Editors: William W. Cohen and Haym Hirsh. ,,,,,,,
1833,,, pages 318-325. , An improved algorithm for incremental induction of decision trees. ,, Paul E. Utgoff. ,,,," In ML-94 , ", Editors: William W. Cohen and Haym Hirsh. ,,,,,,,
1834,,, pages 318-325. , An improved algorithm for incremental induction of decision trees. ,, Paul E. Utgoff. ,,,," In ML-94 , ", Editors: William W. Cohen and Haym Hirsh. ,,,,,,,
1835,,, pages 318-325. , An improved algorithm for incremental induction of decision trees. ,, Paul E. Utgoff. ,,,," In ML-94 , ", Editors: William W. Cohen and Haym Hirsh. ,,,,,,,
1836,,, pages 318-325. , An improved algorithm for incremental induction of decision trees. ,, Paul E. Utgoff. ,,,," In ML-94 , ", Editors: William W. Cohen and Haym Hirsh. ,,,,,,,
1837,,, 318-325. , An improved algorithm for incremental induction of decision trees. ,," P.E. Utgoff, "," Morgan Kaufmann, ",," San Francisco, CA: "," Proceedings of the Eleventh International Conference on Machine Learning, ",,,,,,,,
1869,,, 882-888. , Explaining Temporal Differences to Create Useful Concepts for Evaluating States. ,," Yee, R. C., Saxena, S., Utgoff, P. E. and Barto, A. G. "," AAAI Press, ",," Palo Alto, CA. Page 30 Yoshio."," In Proceedings of the Eighth National Conference on Artificial Intelligence, ",,,,,, 1990. ,,
1870,,,  (pp. 882-888). , Explaining Temporal Differences to Create Useful Concepts for Evaluating States. ,," Yee, R. C., Saxena, S., Utgoff, P. E., & Barto, A. G. ", AAAI Press. ,," Palo Alto, CA: ", Proceedings of the Eighth National Conference on Artificial Intelligence, Yoshio. ,,,,, (1990). ,,
1871,,, pp. , Explaining temporal differences to create useful concepts for evaluating states. ,," Yee, R. C., Saxena, S., Utgoff, P. E., & Barto, A. G. ", AAAI Press/MIT Press. ,," 882-888 Cambridge, MA. "," In Proceedings of the Eight National Conference on Artificial Intelligence (AAAI-90), ",,,,,, (1990). ,,
1872,,," pages 882-888, ", Explaining temporal differences to create useful concepts for evaluating states. ,," R.C. Yee, S. Saxena, P.E. Utgoff, and A.G. Barto. ",,," Cambridge, MA, "," In Proceedings of the Eighth National Conference on Artificial Intelligence, ",,,,,, 1990. ,,
1873,,," pages 882-888, ", Explaining temporal differences to create useful concepts for evaluating states. ,," R.C. Yee, S. Saxena, P.E. Utgoff, and A.G. Barto. ",,," Cambridge, MA, "," In Proceedings of the Eighth National Conference on Artificial Intelligence, ",,,,,, 1990. ,,
32,,,, Fahle , Perception & Psychophysics (in press). , M. Dill and M. ,,,,,,,,,,,,
33,,,, Fahle , Perception & Psychophysics (in press). , M. Dill and M. ,,,,,,,,,,,,
34,,,, Fahle,, M. Dill and M. ,,,, Proceedings of the Royal Society London B (in press). ,,,,,,,,
35,,,, Fahle ,, M. Dill and M. ,,,, Proceedings of the Royal Society London B (in press). ,,,,,,,,
83,,,," NETL: A system for representing real-world knowledge, ",, S.E. Fahlman. , MIT Press. ,,,,,,,,,,,
142,,,," Fahlman (1988): Faster-Learning Variations on Back-Propagation: An Empirical Study, ",, S. E. , Morgan Kauf-mann. ,,," in Proceedings of the 1988 Connectionist Summer School, ",,,,,,,,
143,,,," Fahlman (1988): Faster-Learning Variations on BackPropagation: An Empirical Study, ",, S. E. , Morgan Kauf-mann. ,,," in Proceedings of the 1988 Connectionist Models Summer School, ",,,,,,,,
146,,,," An empirical study of learning speed in backpropagation networks, ",," S.E. Fahlman, ",,,,,,," Technical Report CMU-CS-88-162, ", Carnegie Mellon University,,,,
157,,,," (1988) An Empirical Study of Learning Speed in BackPropagation Networks (CMU-CS-88-162), ",," Fahlman, S.E. ",,," Pittsburgh, PA. ",,,," Technical Report, "," Department of Computer Science, Carnegie Mellon University, ",,,,
244,,,," The Cascade-Correlation Learning Architecture, ",," Fahlman, S. E. and Lebiere, C., ",,,,,,, Technical Report CMU-CS-90-100. ,,,,,
245,,,," The Cascade-Correlation Learning Architecture, ",," Fahlman, S. E. and Lebiere, C., ",,,,,,, Technical Report CMU-CS-90-100. ,,,,,
